t,commutator_norm
5.800000000000000000e+01,1.471757728764614597e-03
5.810000000000000142e+01,6.473939524039581212e-04
5.820000000000000284e+01,2.760077087200278785e-03
5.830000000000000426e+01,4.845182444101394509e-03
5.840000000000000568e+01,6.881876339625290877e-03
5.850000000000000000e+01,8.849808801609690759e-03
5.860000000000000142e+01,1.072931689940618584e-02
5.870000000000000284e+01,1.250162120938449681e-02
5.880000000000000426e+01,1.414901345272518568e-02
5.890000000000000568e+01,1.565503343068834832e-02
5.900000000000000000e+01,1.700463348947790429e-02
5.910000000000000142e+01,1.818432887142498733e-02
5.920000000000000284e+01,1.918233245022916977e-02
5.930000000000000426e+01,1.998867250402659376e-02
5.940000000000000568e+01,2.059529234954015839e-02
5.950000000000000000e+01,2.099613084179587780e-02
5.960000000000000142e+01,2.118718293507854122e-02
5.970000000000000284e+01,2.116653970002533094e-02
5.980000000000000426e+01,2.093440739701723022e-02
5.990000000000000568e+01,2.049310541529317936e-02
6.000000000000000000e+01,1.984704309837968805e-02
6.010000000000000142e+01,1.900267568738719590e-02
6.020000000000000284e+01,1.796843982237579518e-02
6.030000000000000426e+01,1.675466924623584056e-02
6.040000000000000568e+01,1.537349155334467692e-02
6.050000000000000000e+01,1.383870701465341954e-02
6.060000000000000142e+01,1.216565068993977553e-02
6.070000000000000284e+01,1.037103920496182906e-02
6.080000000000000426e+01,8.472803724457713542e-03
6.090000000000000568e+01,6.489910789875325513e-03
6.100000000000000000e+01,4.442172811959905002e-03
6.110000000000000142e+01,2.350050111694306377e-03
6.120000000000000284e+01,2.344464875360465525e-04
6.130000000000000426e+01,1.883499648428069335e-03
6.140000000000000568e+01,3.982626478507206476e-03
6.150000000000000000e+01,6.041960221294316070e-03
6.160000000000000142e+01,8.040924694756864527e-03
6.170000000000000284e+01,9.959546906645751208e-03
6.180000000000000426e+01,1.177865661803192618e-02
6.190000000000000568e+01,1.348007788599690088e-02
6.200000000000000000e+01,1.504681067164629835e-02
6.210000000000000142e+01,1.646320069887891729e-02
6.220000000000000284e+01,1.771509586673909037e-02
6.230000000000000426e+01,1.878998765253077699e-02
6.240000000000000568e+01,1.967713609284265155e-02
6.250000000000000000e+01,2.036767709371109167e-02
6.260000000000000142e+01,2.085471099771824335e-02
6.270000000000000284e+01,2.113337152308703351e-02
6.280000000000000426e+01,2.120087438596104240e-02
6.290000000000000568e+01,2.105654512004782528e-02
6.300000000000000000e+01,2.070182581566352639e-02
6.310000000000000142e+01,2.014026071084280833e-02
6.320000000000000284e+01,1.937746077848446005e-02
6.330000000000000426e+01,1.842104766336463348e-02
6.340000000000000568e+01,1.728057752918076007e-02
6.350000000000000000e+01,1.596744557652534507e-02
6.360000000000000142e+01,1.449477218580470447e-02
6.370000000000000284e+01,1.287727182273832108e-02
6.380000000000000426e+01,1.113110601627916377e-02
6.390000000000000568e+01,9.273721877959138077e-03
6.400000000000000000e+01,7.323677776120405582e-03
6.410000000000000853e+01,5.300457906828419385e-03
6.420000000000000284e+01,3.224277614230001716e-03
6.429999999999999716e+01,1.115881405514886852e-03
6.440000000000000568e+01,1.003664321343301609e-03
6.450000000000000000e+01,3.113181766069470467e-03
6.460000000000000853e+01,5.191593327670588134e-03
6.470000000000000284e+01,7.218132204853841723e-03
6.479999999999999716e+01,9.172549891043468503e-03
6.490000000000000568e+01,1.103531849076407230e-02
6.500000000000000000e+01,1.278782583591575074e-02
6.510000000000000853e+01,1.441256145240860445e-02
6.520000000000000284e+01,1.589329151902808476e-02
6.529999999999999716e+01,1.721522107041326133e-02
6.540000000000000568e+01,1.836514182345844182e-02
6.550000000000000000e+01,1.933156415011222026e-02
6.560000000000000853e+01,2.010483187794381149e-02
6.570000000000000284e+01,2.067721877142465400e-02
6.579999999999999716e+01,2.104300572992127277e-02
6.590000000000000568e+01,2.119853793105737350e-02
6.600000000000000000e+01,2.114226134849137712e-02
6.610000000000000853e+01,2.087473827923367470e-02
6.620000000000000284e+01,2.039864172536100251e-02
6.629999999999999716e+01,1.971872868626287773e-02
6.640000000000000568e+01,1.884179262827670107e-02
6.650000000000000000e+01,1.777659560661750196e-02
6.660000000000000853e+01,1.653378071781806333e-02
6.670000000000000284e+01,1.512576575742762865e-02
6.679999999999999716e+01,1.356661914550232571e-02
6.690000000000000568e+01,1.187191935960306421e-02
6.700000000000000000e+01,1.005859927979768816e-02
6.710000000000000853e+01,8.144777000919180276e-03
6.720000000000000284e+01,6.149574802552995080e-03
6.729999999999999716e+01,4.092928085538980430e-03
6.740000000000000568e+01,1.995386184036069838e-03
6.750000000000000000e+01,1.220929566305623860e-04
6.760000000000000853e+01,2.238352184833261420e-03
6.770000000000000284e+01,4.332246537905694479e-03
6.779999999999999716e+01,6.382854515621688880e-03
6.790000000000000568e+01,8.369687120909095890e-03
6.800000000000000000e+01,1.027289257913482391e-02
6.810000000000000853e+01,1.207345469047681717e-02
6.820000000000000284e+01,1.375338283350495752e-02
6.829999999999999716e+01,1.529589172152458036e-02
6.840000000000000568e+01,1.668556911561259321e-02
6.850000000000000000e+01,1.790852981861295462e-02
6.860000000000000853e+01,1.895255441143879963e-02
6.870000000000000284e+01,1.980721134546699347e-02
6.879999999999999716e+01,2.046396117112497803e-02
6.890000000000000568e+01,2.091624186124719023e-02
6.900000000000000000e+01,2.115953437668214449e-02
6.910000000000000853e+01,2.119140781903741666e-02
6.920000000000000284e+01,2.101154371941311647e-02
6.929999999999999716e+01,2.062173922043714080e-02
6.940000000000000568e+01,2.002588911981132563e-02
6.950000000000000000e+01,1.922994695477930199e-02
6.960000000000000853e+01,1.824186551635028491e-02
6.970000000000000284e+01,1.707151738764112192e-02
6.979999999999999716e+01,1.573059630028799880e-02
6.990000000000000568e+01,1.423250029454603896e-02
7.000000000000000000e+01,1.259219785050032063e-02
7.010000000000000853e+01,1.082607832795926851e-02
7.020000000000000284e+01,8.951788209391197543e-03
7.029999999999999716e+01,6.988054782102790137e-03
7.040000000000000568e+01,4.954499021375039988e-03
7.050000000000000000e+01,2.871439544165590996e-03
7.060000000000000853e+01,7.596895922023815580e-04
7.070000000000000284e+01,1.359650927045914651e-03
7.079999999999999716e+01,3.465406263672087938e-03
7.090000000000000568e+01,5.536536406422805021e-03
7.100000000000000000e+01,7.552347307535972436e-03
7.110000000000000853e+01,9.492697650826501660e-03
7.120000000000000284e+01,1.133820009705837142e-02
7.129999999999999716e+01,1.307041499583125668e-02
7.140000000000000568e+01,1.467203462847064231e-02
7.150000000000000000e+01,1.612705614103193685e-02
7.160000000000000853e+01,1.742094143952833615e-02
7.170000000000000284e+01,1.854076244975859031e-02
7.179999999999999716e+01,1.947533029035164800e-02
7.190000000000000568e+01,2.021530706837243105e-02
7.200000000000000000e+01,2.075329918045764471e-02
7.210000000000000853e+01,2.108393118726053367e-02
7.220000000000000284e+01,2.120389952306122108e-02
7.229999999999999716e+01,2.111200550390508399e-02
7.240000000000000568e+01,2.080916730445480506e-02
7.250000000000000000e+01,2.029841078389474363e-02
7.260000000000000853e+01,1.958483925254442953e-02
7.270000000000000284e+01,1.867558248126984996e-02
7.279999999999999716e+01,1.757972546316940304e-02
7.290000000000000568e+01,1.630821763932532170e-02
7.300000000000000000e+01,1.487376349560938678e-02
7.310000000000000853e+01,1.329069562365757518e-02
7.320000000000000284e+01,1.157483151435429597e-02
7.329999999999999716e+01,9.743315514690251145e-03
7.340000000000000568e+01,7.814447527114971870e-03
7.350000000000000000e+01,5.807500162962027715e-03
7.360000000000000853e+01,3.742526176884742022e-03
7.370000000000000284e+01,1.640158106363083339e-03
7.379999999999999716e+01,4.785978817932749936e-04
7.390000000000000568e+01,2.592571878118434849e-03
7.400000000000000000e+01,4.680641753227370375e-03
7.410000000000000853e+01,6.721944203152876128e-03
7.420000000000000284e+01,8.696083208579648630e-03
7.429999999999999716e+01,1.058333382512904874e-02
7.440000000000000568e+01,1.236483926848311668e-02
7.450000000000000000e+01,1.402279932513879335e-02
7.460000000000000853e+01,1.554064820625899492e-02
7.470000000000000284e+01,1.690322006755729661e-02
7.479999999999999716e+01,1.809690054140239771e-02
7.490000000000000568e+01,1.910976276707790356e-02
7.500000000000000000e+01,1.993168656003227110e-02
7.510000000000000853e+01,2.055445952941862414e-02
7.520000000000000284e+01,2.097185913358791398e-02
7.529999999999999716e+01,2.117971485366915846e-02
7.540000000000000568e+01,2.117594986401576118e-02
7.550000000000000000e+01,2.096060178315939035e-02
7.560000000000000853e+01,2.053582229793940103e-02
7.570000000000000284e+01,1.990585566455874492e-02
7.579999999999999716e+01,1.907699630137893801e-02
7.590000000000000568e+01,1.805752589717219206e-02
7.600000000000000000e+01,1.685763066322548340e-02
7.610000000000000853e+01,1.548929955608360602e-02
7.620000000000000284e+01,1.396620448785902864e-02
7.629999999999999716e+01,1.230356372100526417e-02
7.640000000000000568e+01,1.051798981246849368e-02
7.650000000000000000e+01,8.627323626510922244e-03
7.660000000000000853e+01,6.650456074691016295e-03
7.670000000000000284e+01,4.607139364121599738e-03
7.680000000000001137e+01,2.517789639943309593e-03
7.690000000000000568e+01,4.032829939536978093e-04
7.700000000000000000e+01,1.715253122403882302e-03
7.710000000000000853e+01,3.816650996549931542e-03
7.720000000000000284e+01,5.879914155555465184e-03
7.730000000000001137e+01,7.884427155960053307e-03
7.740000000000000568e+01,9.810161566467048150e-03
7.750000000000000000e+01,1.163787608541027446e-02
7.760000000000000853e+01,1.334930879347869664e-02
7.770000000000000284e+01,1.492735962077724673e-02
7.780000000000001137e+01,1.635626120507423925e-02
7.790000000000000568e+01,1.762173643407096216e-02
7.800000000000000000e+01,1.871114109759026631e-02
7.810000000000000853e+01,1.961359022434332536e-02
7.820000000000000284e+01,2.032006684096568719e-02
7.830000000000001137e+01,2.082351206663425255e-02
7.840000000000000568e+01,2.111889564307082787e-02
7.850000000000000000e+01,2.120326619522060890e-02
7.860000000000000853e+01,2.107578072041577100e-02
7.870000000000000284e+01,2.073771301137932940e-02
7.880000000000001137e+01,2.019244092890970857e-02
7.890000000000000568e+01,1.944541265141201333e-02
7.900000000000000000e+01,1.850409223850033730e-02
7.910000000000000853e+01,1.737788505258097693e-02
7.920000000000000284e+01,1.607804378358156441e-02
7.930000000000001137e+01,1.461755601579098687e-02
7.940000000000000568e+01,1.301101446021251003e-02
7.950000000000000000e+01,1.127447114901707244e-02
7.960000000000000853e+01,9.425277048945088568e-03
7.970000000000000284e+01,7.481908696182809973e-03
7.980000000000001137e+01,5.463783584918102502e-03
7.990000000000000568e+01,3.391066154159798080e-03
8.000000000000000000e+01,1.284466311326726935e-03
8.010000000000000853e+01,8.349674943013631230e-04
8.020000000000000284e+01,2.946058580729676250e-03
8.030000000000001137e+01,5.027713623657082201e-03
8.040000000000000568e+01,7.059133413997838169e-03
8.050000000000000000e+01,9.020020676705113941e-03
8.060000000000000853e+01,1.089078287443350467e-02
8.070000000000000284e+01,1.265272796969447999e-02
8.080000000000001137e+01,1.428825118951831778e-02
8.090000000000000568e+01,1.578101092652409165e-02
8.100000000000000000e+01,1.711609201886077694e-02
8.110000000000000853e+01,1.828015477757299195e-02
8.120000000000000284e+01,1.926156827236324975e-02
8.130000000000001137e+01,2.005052654400422268e-02
8.140000000000000568e+01,2.063914658224019413e-02
8.150000000000000000e+01,2.102154709022125909e-02
8.160000000000000853e+01,2.119390724847652549e-02
8.170000000000000284e+01,2.115450489127913142e-02
8.180000000000001137e+01,2.090373371395783109e-02
8.190000000000000568e+01,2.044409933922248374e-02
8.200000000000000000e+01,1.978019428181020459e-02
8.210000000000000853e+01,1.891865206159707227e-02
8.220000000000000284e+01,1.786808092365912287e-02
8.230000000000001137e+01,1.663897782753452279e-02
8.240000000000000568e+01,1.524362356507190548e-02
8.250000000000000000e+01,1.369596005481937308e-02
8.260000000000000853e+01,1.201145103898109898e-02
8.270000000000000284e+01,1.020692757481956800e-02
8.280000000000001137e+01,8.300419864291747399e-03
8.290000000000000568e+01,6.310977102234265057e-03
8.300000000000000000e+01,4.258477143102931510e-03
8.310000000000000853e+01,2.163427888022797976e-03
8.320000000000000284e+01,4.676237662001710502e-05
8.330000000000001137e+01,2.070370368992659974e-03
8.340000000000000568e+01,4.166816658251583719e-03
8.350000000000000000e+01,6.221629492827553294e-03
8.360000000000000853e+01,8.214277862108881542e-03
8.370000000000000284e+01,1.012485188227102602e-02
8.380000000000001137e+01,1.193426172925682489e-02
8.390000000000000568e+01,1.362442837798602709e-02
8.400000000000000000e+01,1.517846424199964864e-02
8.410000000000000853e+01,1.658084190864062696e-02
8.420000000000000284e+01,1.781754928382798392e-02
8.430000000000001137e+01,1.887622959627016997e-02
8.440000000000000568e+01,1.974630486223812043e-02
8.450000000000000000e+01,2.041908157728339682e-02
8.460000000000000853e+01,2.088783757885929668e-02
8.470000000000000284e+01,2.114788921194836815e-02
8.480000000000001137e+01,2.119663812659446089e-02
8.490000000000000568e+01,2.103359723975663925e-02
8.500000000000000000e+01,2.066039560208192405e-02
8.510000000000000853e+01,2.008076212097009358e-02
8.520000000000000284e+01,1.930048830256292369e-02
8.530000000000001137e+01,1.832737038492964973e-02
8.540000000000000568e+01,1.717113144063347335e-02
8.550000000000000000e+01,1.584332422700409151e-02
8.560000000000000853e+01,1.435721575480477900e-02
8.570000000000000284e+01,1.272765472864829765e-02
8.580000000000001137e+01,1.097092318364618381e-02
8.590000000000000568e+01,9.104573800698402899e-03
8.600000000000000000e+01,7.147254525906077821e-03
8.610000000000000853e+01,5.118522246458753928e-03
8.620000000000000284e+01,3.038647384683655379e-03
8.630000000000001137e+01,9.284113626838097141e-04
8.640000000000000568e+01,1.191101038759754703e-03
8.650000000000000000e+01,3.298712352349655614e-03
8.660000000000000853e+01,5.373364022524464330e-03
8.670000000000000284e+01,7.394326815583968961e-03
8.680000000000001137e+01,9.341407939341852054e-03
8.690000000000000568e+01,1.119515280282854658e-02
8.700000000000000000e+01,1.293703940013493821e-02
8.710000000000000853e+01,1.454966337617195904e-02
8.720000000000000284e+01,1.601691192523335694e-02
8.730000000000001137e+01,1.732412478482521848e-02
8.740000000000000568e+01,1.845824071616122830e-02
8.750000000000000000e+01,1.940792800774443841e-02
8.760000000000000853e+01,2.016369769808251319e-02
8.770000000000000284e+01,2.071799838625356174e-02
8.780000000000001137e+01,2.106529168300896523e-02
8.790000000000000568e+01,2.120210754852728391e-02
8.800000000000000000e+01,2.112707896390575435e-02
8.810000000000000853e+01,2.084095558996061290e-02
8.820000000000000284e+01,2.034659627686465772e-02
8.830000000000001137e+01,1.964894049946069171e-02
8.840000000000000568e+01,1.875495900366235327e-02
8.850000000000000000e+01,1.767358415706471106e-02
8.860000000000000853e+01,1.641562069967975046e-02
8.870000000000000284e+01,1.499363778654640503e-02
8.880000000000001137e+01,1.342184340088749435e-02
8.890000000000000568e+01,1.171594239263860394e-02
8.900000000000000000e+01,9.892979560778249887e-03
8.910000000000000853e+01,7.971169347330579399e-03
8.920000000000000284e+01,5.969713844682682062e-03
8.930000000000001137e+01,3.908610934623762793e-03
8.940000000000000568e+01,1.808454476121286632e-03
8.950000000000000000e+01,3.097714617111259556e-04
8.960000000000000853e+01,2.424902265495084298e-03
8.970000000000000284e+01,4.515804247408171206e-03
8.980000000000001137e+01,6.561585806007902769e-03
8.990000000000000568e+01,8.541806168205311536e-03
9.000000000000000000e+01,1.043667962671604790e-02
9.010000000000000853e+01,1.222727323230432886e-02
9.020000000000000284e+01,1.389569596555457510e-02
9.030000000000001137e+01,1.542527749802346214e-02
9.040000000000000568e+01,1.680073475665061836e-02
9.050000000000000000e+01,1.800832462717405838e-02
9.060000000000000853e+01,1.903598127078351063e-02
9.070000000000000284e+01,1.987343668199385502e-02
9.080000000000001137e+01,2.051232328316273876e-02
9.090000000000000568e+01,2.094625753055878725e-02
9.100000000000000000e+01,2.117090369662169916e-02
9.110000000000000853e+01,2.118401719111826301e-02
9.120000000000000284e+01,2.098546698834615962e-02
9.130000000000001137e+01,2.057723693629974482e-02
9.140000000000000568e+01,1.996340593471590194e-02
9.150000000000000000e+01,1.915010718005722215e-02
9.160000000000000853e+01,1.814546688463895482e-02
9.170000000000000284e+01,1.695952308220347732e-02
9.180000000000001137e+01,1.560412533120339451e-02
9.190000000000000568e+01,1.409281631793214869e-02
9.200000000000000000e+01,1.244069654247798376e-02
9.210000000000000853e+01,1.066427343951854324e-02
9.220000000000000284e+01,8.781296441491845753e-03
9.230000000000001137e+01,6.810579632132152811e-03
9.240000000000000568e+01,4.771813762366836943e-03
9.250000000000000000e+01,2.685369506839801849e-03
9.260000000000000853e+01,5.720939268652959660e-04
9.270000000000000284e+01,1.546897826517026463e-03
9.280000000000001137e+01,3.650433488153595907e-03
9.290000000000000568e+01,5.717495225048968566e-03
9.300000000000000000e+01,7.727429639608382819e-03
9.310000000000000853e+01,9.660154131557806972e-03
9.320000000000000284e+01,1.149635755664674304e-02
9.330000000000001137e+01,1.321769317722050474e-02
9.340000000000000568e+01,1.480696197675571493e-02
9.350000000000000000e+01,1.624828450675012623e-02
9.360000000000000853e+01,1.752725954892196333e-02
9.370000000000000284e+01,1.863110800742256642e-02
9.380000000000001137e+01,1.954880059333863676e-02
9.390000000000000568e+01,2.027116802570030560e-02
9.400000000000000000e+01,2.079099264790635476e-02
9.410000000000000853e+01,2.110308054416308587e-02
9.420000000000000284e+01,2.120431343537361110e-02
9.430000000000001137e+01,2.109367983595180490e-02
9.440000000000000568e+01,2.077228516025273961e-02
9.450000000000000000e+01,2.024334067763716716e-02
9.460000000000000853e+01,1.951213142652912305e-02
9.470000000000000284e+01,1.858596340806049560e-02
9.480000000000001137e+01,1.747409058692114825e-02
9.490000000000000568e+01,1.618762242880371349e-02
9.500000000000000000e+01,1.473941289829441663e-02
9.510000000000000853e+01,1.314393202630713062e-02
9.520000000000000284e+01,1.141712133031940780e-02
9.530000000000001137e+01,9.576234531997620744e-03
9.540000000000000568e+01,7.639665163714465940e-03
9.550000000000000000e+01,5.626762786453195532e-03
9.560000000000000853e+01,3.557639655389891256e-03
9.570000000000000284e+01,1.452969764889366824e-03
9.580000000000001137e+01,6.662177192142775244e-04
9.590000000000000568e+01,2.778748576089274096e-03
9.600000000000000000e+01,4.863515095724347398e-03
9.610000000000000853e+01,6.899686980187579900e-03
9.620000000000000284e+01,8.866919473077642180e-03
9.630000000000001137e+01,1.074555663760703474e-02
9.640000000000000568e+01,1.251682775222183810e-02
9.650000000000000000e+01,1.416303486144969426e-02
9.660000000000000853e+01,1.566772960801900497e-02
9.670000000000000284e+01,1.701587757940771495e-02
9.680000000000001137e+01,1.819400852672429028e-02
9.690000000000000568e+01,1.919035095498150198e-02
9.700000000000000000e+01,1.999494973998307973e-02
9.710000000000000853e+01,2.059976559663452556e-02
9.720000000000000284e+01,2.099875540482150360e-02
9.730000000000001137e+01,2.118793259026914219e-02
9.740000000000000568e+01,2.116540695707411213e-02
9.750000000000000000e+01,2.093140357391747031e-02
9.760000000000000853e+01,2.048826052525223179e-02
9.770000000000000284e+01,1.984040554993729555e-02
9.780000000000001137e+01,1.899431180073338568e-02
9.790000000000000568e+01,1.795843316670138121e-02
9.800000000000000000e+01,1.674311980473647959e-02
9.810000000000000853e+01,1.536051472422201788e-02
9.820000000000000284e+01,1.382443245809448357e-02
9.830000000000001137e+01,1.215022103259519488e-02
9.840000000000000568e+01,1.035460861486751927e-02
9.850000000000000000e+01,8.455536370638713772e-03
9.860000000000000853e+01,6.471979202022944480e-03
9.870000000000000284e+01,4.423756156572615159e-03
9.880000000000001137e+01,2.331332401904950054e-03
9.890000000000000568e+01,2.156147445138259012e-04
9.900000000000000000e+01,1.902257264131848417e-03
9.910000000000000853e+01,4.001122546997184712e-03
9.920000000000000284e+01,6.060009935967797939e-03
9.930000000000001137e+01,8.058347708831658726e-03
9.940000000000000568e+01,9.976169135124000539e-03
9.950000000000000000e+01,1.179431197710141196e-02
9.960000000000000853e+01,1.349460995248499655e-02
9.970000000000000284e+01,1.506007424594820766e-02
9.980000000000001137e+01,1.647506325574471173e-02
