# re,im
-2.500164419595015675e-01,1.784525750296355406e+00
-2.500164419595015675e-01,-1.784525750296355406e+00
-2.500142062556971467e-01,3.681844445828518220e-01
-2.500142062556971467e-01,-3.681844445828518220e-01
-2.500209887899810246e-01,1.221658647122033203e+00
-2.500209887899810246e-01,-1.221658647122033203e+00
