# re,im
-6.533529767117829401e-02,1.773996425514086317e+00
-6.533529767117829401e-02,-1.773996425514086317e+00
-1.550187907076281402e-01,1.171760597078792543e+00
-1.550187907076281402e-01,-1.171760597078792543e+00
-3.346480754521402590e-01,3.393390410080400765e-01
-3.346480754521402590e-01,-3.393390410080400765e-01
