t,q,p,E
2.850000000000000000e+01,-9.746452757206577333e-01,2.237556401867964173e-01,5.000000000000000000e-01
2.860000000000000142e+01,-9.474378189567576047e-01,3.199399618841980986e-01,5.000000000000000000e-01
2.870000000000000284e+01,-9.107638766871458680e-01,4.129275492405433678e-01,5.000000000000000000e-01
2.880000000000000071e+01,-8.649898828201886269e-01,5.017893010205741744e-01,5.000000000000000000e-01
2.890000000000000213e+01,-8.105731959717306090e-01,5.856373399743004526e-01,5.000000000000000000e-01
2.900000000000000000e+01,-7.480575296890003001e-01,6.636338842129675397e-01,5.000000000000000000e-01
2.910000000000000142e+01,-6.780675198445585972e-01,7.349996180487776698e-01,5.000000000000000000e-01
2.920000000000000284e+01,-6.013024834811518948e-01,7.990214786596159247e-01,5.000000000000000000e-01
2.930000000000000071e+01,-5.185294314669791627e-01,8.550597807770702330e-01,5.000000000000000000e-01
2.940000000000000213e+01,-4.305754047766267578e-01,9.025546082101869594e-01,5.000000000000000000e-01
2.950000000000000000e+01,-3.383192109710552176e-01,9.410314083429535126e-01,4.999999999999999445e-01
2.960000000000000142e+01,-2.426826434429201762e-01,9.701057337071853359e-01,5.000000000000000000e-01
2.970000000000000284e+01,-1.446212711617197721e-01,9.894870832545356043e-01,5.000000000000000000e-01
2.980000000000000071e+01,-4.511489094451134885e-02,9.989818049469494365e-01,5.000000000000000000e-01
2.990000000000000213e+01,5.484226235001795485e-02,9.984950306638145090e-01,5.000000000000000000e-01
3.000000000000000000e+01,1.542514498875840467e-01,9.880316240928618265e-01,5.000000000000000000e-01
3.010000000000000142e+01,2.521194079266271260e-01,9.676961321338052313e-01,5.000000000000000000e-01
3.020000000000000284e+01,3.474682721812632491e-01,9.376917403002799078e-01,5.000000000000000000e-01
3.030000000000000071e+01,4.393453483180010388e-01,8.983182425573547070e-01,5.000000000000000000e-01
3.040000000000000213e+01,5.268326309626121251e-01,8.499690458793262016e-01,5.000000000000000000e-01
3.050000000000000000e+01,6.090559761063562005e-01,7.931272394572851381e-01,5.000000000000000000e-01
3.060000000000000142e+01,6.851938352639869168e-01,7.283607678315934253e-01,5.000000000000000000e-01
3.070000000000000284e+01,7.544854641146284679e-01,6.563167561777877301e-01,5.000000000000000000e-01
3.080000000000000071e+01,8.162385236075703210e-01,5.777150444457317402e-01,5.000000000000000000e-01
3.090000000000000213e+01,8.698359975852109072e-01,4.933409949567751918e-01,5.000000000000000000e-01
3.100000000000000000e+01,9.147423578045312809e-01,4.040376453230650200e-01,5.000000000000000000e-01
3.110000000000000142e+01,9.505089147582922449e-01,3.106972850943722220e-01,5.000000000000000000e-01
3.120000000000000284e+01,9.767783008322618032e-01,2.142525402958842251e-01,5.000000000000000000e-01
3.130000000000000071e+01,9.932880410042931318e-01,1.156670549372369322e-01,5.000000000000001110e-01
3.140000000000000213e+01,9.998731754079828171e-01,1.592586260009824783e-02,5.000000000000000000e-01
3.150000000000000000e+01,9.964679075571248879e-01,-8.397445569174682989e-02,4.999999999999999445e-01
3.160000000000000142e+01,9.831062617624529709e-01,-1.830357289805880083e-01,5.000000000000000000e-01
3.170000000000000284e+01,9.599217431719744287e-01,-2.802681697690229679e-01,5.000000000000000000e-01
3.180000000000000071e+01,9.271460038316639007e-01,-3.747002636494620176e-01,5.000000000000000000e-01
3.190000000000000213e+01,8.851065280947881808e-01,-4.653884763549586134e-01,5.000000000000000000e-01
3.200000000000000000e+01,8.342233605065102475e-01,-5.514266812416905861e-01,5.000000000000000000e-01
3.210000000000000142e+01,7.750049088576295153e-01,-6.319552130068849527e-01,5.000000000000000000e-01
3.220000000000000284e+01,7.080428643420056956e-01,-7.061694571803343035e-01,5.000000000000000000e-01
3.230000000000000426e+01,6.340062895737299531e-01,-7.733278895662251129e-01,5.000000000000000000e-01
3.239999999999999858e+01,5.536349335346549827e-01,-8.327594853077797676e-01,5.000000000000000000e-01
3.250000000000000000e+01,4.677318402470735936e-01,-8.838704235458306746e-01,5.000000000000000000e-01
3.260000000000000142e+01,3.771553250233336541e-01,-9.261500206805285407e-01,4.999999999999999445e-01
3.270000000000000284e+01,2.828103984629355416e-01,-9.591758329530803984e-01,5.000000000000000000e-01
3.280000000000000426e+01,1.856397238857843413e-01,-9.826178773641408570e-01,5.000000000000000000e-01
3.289999999999999858e+01,8.661419855190752304e-02,-9.962419287548636149e-01,5.000000000000000000e-01
3.300000000000000000e+01,-1.327674722305947907e-02,-9.999118601072671808e-01,5.000000000000000000e-01
3.310000000000000142e+01,-1.130350361284827992e-01,-9.935910026803949080e-01,4.999999999999999445e-01
3.320000000000000284e+01,-2.116639163173255067e-01,-9.773425123922586666e-01,5.000000000000000000e-01
3.330000000000000426e+01,-3.081779206211138766e-01,-9.513287387867804812e-01,4.999999999999999445e-01
3.339999999999999858e+01,-4.016127130121260880e-01,-9.158096028908190300e-01,5.000000000000000000e-01
3.350000000000000000e+01,-4.910347239302404465e-01,-8.711400001691763650e-01,5.000000000000000000e-01
3.360000000000000142e+01,-5.755504782013431964e-01,-8.177662545264418048e-01,5.000000000000000000e-01
3.370000000000000284e+01,-6.543155223459515835e-01,-7.562216587860629557e-01,5.000000000000000000e-01
3.380000000000000426e+01,-7.265428620792344638e-01,-6.871211462047391860e-01,5.000000000000000000e-01
3.389999999999999858e+01,-7.915108256977568812e-01,-6.111551462625960385e-01,5.000000000000000000e-01
3.400000000000000000e+01,-8.485702747846052274e-01,-5.290826861200238485e-01,5.000000000000000000e-01
3.410000000000000142e+01,-8.971510901858450460e-01,-4.417238066692237841e-01,5.000000000000000000e-01
3.420000000000000284e+01,-9.367678684526695720e-01,-3.499513689566621788e-01,4.999999999999999445e-01
3.430000000000000426e+01,-9.670247718322027008e-01,-2.546823328440281919e-01,5.000000000000000000e-01
3.439999999999999858e+01,-9.876194833474772894e-01,-1.568685950484099978e-01,5.000000000000000000e-01
3.450000000000000000e+01,-9.983462274487422405e-01,-5.748747810492456367e-02,5.000000000000000000e-01
3.460000000000000142e+01,-9.990978260547260792e-01,4.246803471695152071e-02,4.999999999999999445e-01
3.470000000000000284e+01,-9.898667694406033668e-01,1.419992209740016942e-01,5.000000000000000000e-01
3.480000000000000426e+01,-9.707452912726807215e-01,2.401115979537813971e-01,5.000000000000000000e-01
3.489999999999999858e+01,-9.419244470400940372e-01,3.358248592171418911e-01,5.000000000000000000e-01
3.500000000000000000e+01,-9.036922050915067173e-01,4.281826694961510249e-01,5.000000000000000000e-01
3.510000000000000142e+01,-8.564305693505720463e-01,5.162622200799270589e-01,5.000000000000000000e-01
3.520000000000000284e+01,-8.006117624589935700e-01,5.991834492142652513e-01,5.000000000000000000e-01
3.530000000000000426e+01,-7.367935074839876419e-01,6.761178353877694835e-01,4.999999999999999445e-01
3.539999999999999858e+01,-6.656134553337594850e-01,7.462966756449163075e-01,5.000000000000000000e-01
3.550000000000000000e+01,-5.877828135603869741e-01,8.090187662119064926e-01,5.000000000000000000e-01
3.560000000000000142e+01,-5.040792402090850111e-01,8.636574086929560412e-01,5.000000000000001110e-01
3.570000000000000284e+01,-4.153390737160568835e-01,9.096666718335282287e-01,5.000000000000000000e-01
3.580000000000000426e+01,-3.224489764913021639e-01,9.465868462849627019e-01,4.999999999999999445e-01
3.589999999999999858e+01,-2.263370756809136297e-01,9.740490378683264172e-01,5.000000000000000000e-01
3.600000000000000000e+01,-1.279636896274046753e-01,9.917788534431157821e-01,5.000000000000000000e-01
3.610000000000000142e+01,-2.831173268631064985e-02,9.995991425528029106e-01,4.999999999999999445e-01
3.620000000000000284e+01,7.162310572917043872e-02,9.974317674536479217e-01,4.999999999999999445e-01
3.630000000000000426e+01,1.708423097476566566e-01,9.852983838412026074e-01,5.000000000000000000e-01
3.639999999999999858e+01,2.683545138800967345e-01,9.633202244737608666e-01,5.000000000000000000e-01
3.650000000000000000e+01,3.631854084160623386e-01,9.317168878547055222e-01,4.999999999999999445e-01
3.660000000000000142e+01,4.543874744042691316e-01,8.908041440768613706e-01,4.999999999999999445e-01
3.670000000000000284e+01,5.410494509487577819e-01,8.409907797521015693e-01,5.000000000000000000e-01
3.680000000000000426e+01,6.223054402265364438e-01,7.827745135506499752e-01,5.000000000000000000e-01
3.689999999999999858e+01,6.973435592523954396e-01,7.167370231606574604e-01,5.000000000000000000e-01
3.700000000000000000e+01,7.654140519453433988e-01,6.435381333569994977e-01,5.000000000000000000e-01
3.710000000000000142e+01,8.258367804435000625e-01,5.639092232502624924e-01,5.000000000000000000e-01
3.720000000000000284e+01,8.780080208168102862e-01,4.786459185884149869e-01,5.000000000000000000e-01
3.730000000000000426e+01,9.214064952769833727e-01,3.886001421273367895e-01,5.000000000000000000e-01
3.739999999999999858e+01,9.555985806128394211e-01,2.946716015002576183e-01,5.000000000000000000e-01
3.750000000000000000e+01,9.802426408101081456e-01,1.977987996364622691e-01,5.000000000000000000e-01
3.760000000000000142e+01,9.950924405655388050e-01,9.894965755028954646e-02,4.999999999999999445e-01
3.770000000000000284e+01,9.999996055886664070e-01,-8.881568057175921174e-04,4.999999999999999445e-01
3.780000000000000426e+01,9.949151051086729813e-01,-1.007170969925076098e-01,5.000000000000000000e-01
3.789999999999999858e+01,9.798897417736435189e-01,-1.995397052387873904e-01,5.000000000000000000e-01
3.800000000000000000e+01,9.550736440472948896e-01,-2.963685787093853219e-01,5.000000000000000000e-01
3.810000000000000142e+01,9.207147661749980339e-01,-3.902362353079461554e-01,5.000000000000000000e-01
3.820000000000000284e+01,8.771564107069180771e-01,-4.802047804382589824e-01,5.000000000000000000e-01
3.830000000000000426e+01,8.248337983324139921e-01,-5.653752781370288139e-01,5.000000000000000000e-01
3.840000000000000568e+01,7.642697192987757404e-01,-6.448967329448727082e-01,4.999999999999999445e-01
3.850000000000000000e+01,6.960693098638897069e-01,-7.179745927716441045e-01,4.999999999999998890e-01
3.860000000000000142e+01,6.209140059747616514e-01,-7.838786877982929502e-01,5.000000000000000000e-01
3.870000000000000284e+01,5.395547345848157317e-01,-8.419505260923049184e-01,5.000000000000000000e-01
3.880000000000000426e+01,4.528044106399807811e-01,-8.916098730414439011e-01,5.000000000000000000e-01
3.890000000000000568e+01,3.615298147012691587e-01,-9.323605488661915741e-01,5.000000000000000000e-01
3.900000000000000000e+01,2.666429323599372458e-01,-9.637953862840877850e-01,5.000000000000000000e-01
3.910000000000000142e+01,1.690918419788930427e-01,-9.856002987906330448e-01,5.000000000000000000e-01
3.920000000000000284e+01,6.985124180712730391e-02,-9.975574189078051379e-01,5.000000000000000000e-01
3.930000000000000426e+01,-3.008728888302458424e-02,-9.995472750438917364e-01,4.999999999999999445e-01
3.940000000000000568e+01,-1.297251973281926818e-01,-9.915499852141400616e-01,4.999999999999999445e-01
3.950000000000000000e+01,-2.280669344830995593e-01,-9.736454556949780681e-01,4.999999999999999445e-01
3.960000000000000142e+01,-3.241299022175636035e-01,-9.460125826269081273e-01,5.000000000000000000e-01
3.970000000000000284e+01,-4.169542711121703715e-01,-9.089274645434137767e-01,4.999999999999999445e-01
3.980000000000000426e+01,-5.056125707565817251e-01,-8.627606436856752881e-01,5.000000000000000000e-01
3.990000000000000568e+01,-5.892189567272880790e-01,-8.079734036669810049e-01,5.000000000000000000e-01
4.000000000000000000e+01,-6.669380616522618821e-01,-7.451131604793488350e-01,5.000000000000000000e-01
4.010000000000000142e+01,-7.379933419256240468e-01,-6.748079928938668370e-01,5.000000000000000000e-01
4.020000000000000284e+01,-8.016748366746302423e-01,-5.977603669052548030e-01,4.999999999999999445e-01
4.030000000000000426e+01,-8.573462614540520166e-01,-5.147401169238320362e-01,5.000000000000000000e-01
4.040000000000000568e+01,-9.044513657900196124e-01,-4.265767538445667251e-01,4.999999999999999445e-01
4.050000000000000000e+01,-9.425194910508830626e-01,-3.341511768484205502e-01,5.000000000000000000e-01
4.060000000000000142e+01,-9.711702731126902188e-01,-2.383868717488920597e-01,5.000000000000000000e-01
4.070000000000000284e+01,-9.901174428317659482e-01,-1.402406838270716105e-01,5.000000000000000000e-01
4.080000000000000426e+01,-9.991716863513788738e-01,-4.069325734985775739e-02,5.000000000000000000e-01
4.090000000000000568e+01,-9.982425366632159403e-01,5.926076270339342145e-02,5.000000000000000000e-01
4.100000000000000000e+01,-9.873392775238264418e-01,1.586226688047089883e-01,5.000000000000000000e-01
4.110000000000000142e+01,-9.665708506943913036e-01,2.563996696330180236e-01,5.000000000000000000e-01
4.120000000000000284e+01,-9.361447674306613287e-01,3.516148097168163011e-01,4.999999999999999445e-01
4.130000000000000426e+01,-8.963650350990820526e-01,4.433167308503271897e-01,5.000000000000000000e-01
4.140000000000000568e+01,-8.476291196356791069e-01,5.305891777502096396e-01,4.999999999999999445e-01
4.150000000000000000e+01,-7.904239741978156264e-01,6.125601529754697294e-01,5.000000000000000000e-01
4.160000000000000142e+01,-7.253211736891914674e-01,6.884106296376704126e-01,5.000000000000000000e-01
4.170000000000000284e+01,-6.529712037723679474e-01,7.573827348468307186e-01,5.000000000000000000e-01
4.180000000000000426e+01,-5.740969614310336144e-01,8.187873221268476831e-01,5.000000000000000000e-01
4.190000000000000568e+01,-4.894865320223050764e-01,8.720108571392771735e-01,5.000000000000000000e-01
4.200000000000000000e+01,-3.999853149883512704e-01,9.165215479156337830e-01,5.000000000000000000e-01
4.210000000000000142e+01,-3.064875769045939946e-01,9.518746583469646083e-01,5.000000000000000000e-01
4.220000000000000284e+01,-2.099275162637291581e-01,9.777169518400209425e-01,5.000000000000000000e-01
4.230000000000000426e+01,-1.112699292731679918e-01,9.937902207405465704e-01,5.000000000000000000e-01
4.240000000000000568e+01,-1.150056993025775666e-02,9.999338662588037607e-01,5.000000000000000000e-01
4.250000000000000000e+01,8.838369930580554368e-02,9.960865031195940134e-01,5.000000000000000000e-01
4.260000000000000142e+01,1.873848678341789864e-01,9.822865729036345250e-01,5.000000000000000000e-01
4.270000000000000284e+01,2.845137487043553071e-01,9.586719599519926138e-01,5.000000000000000000e-01
4.280000000000000426e+01,3.787998622452189434e-01,9.254786136713279987e-01,5.000000000000000000e-01
4.290000000000000568e+01,4.693011327771151042e-01,8.830381910054154737e-01,5.000000000000000000e-01
4.300000000000000000e+01,5.551133015206256571e-01,8.317747426285982959e-01,5.000000000000000000e-01
4.310000000000000142e+01,6.353789616514093908e-01,7.722004759716072364e-01,4.999999999999999445e-01
4.320000000000000284e+01,7.092961252257328209e-01,7.049106374142480869e-01,5.000000000000000000e-01
4.330000000000000426e+01,7.761262363789270813e-01,6.305775647803225636e-01,5.000000000000000000e-01
4.340000000000000568e+01,8.352015507314469733e-01,5.499439695603417499e-01,4.999999999999999445e-01
4.350000000000000000e+01,8.859318072699816637e-01,4.638155159838273645e-01,5.000000000000000000e-01
4.360000000000000142e+01,9.278101260403984751e-01,3.730527710886221149e-01,5.000000000000000000e-01
4.370000000000000284e+01,9.604180727246711680e-01,2.785626062195502572e-01,5.000000000000000000e-01
4.380000000000000426e+01,9.834298394982846636e-01,1.812891358696878119e-01,5.000000000000000000e-01
4.390000000000000568e+01,9.966155003943156787e-01,8.220428440043632545e-02,5.000000000000000000e-01
4.400000000000000000e+01,9.998433086476912202e-01,-1.770192510541357747e-02,5.000000000000000000e-01
4.410000000000000142e+01,9.930810130653155987e-01,-1.174312628270957337e-01,5.000000000000000000e-01
4.420000000000000284e+01,9.763961802693296166e-01,-2.159872661882240863e-01,5.000000000000000000e-01
4.430000000000000426e+01,9.499555195937583463e-01,-3.123851961814975153e-01,5.000000000000000000e-01
4.440000000000000568e+01,9.140232173799515136e-01,-4.056618765553423600e-01,5.000000000000000000e-01
4.450000000000000000e+01,8.689582973139933220e-01,-4.948853175526281012e-01,5.000000000000000000e-01
4.460000000000000142e+01,8.152110331806943222e-01,-5.791640280442708066e-01,5.000000000000000000e-01
4.470000000000000284e+01,7.533184498767937498e-01,-6.576559230138694367e-01,5.000000000000000000e-01
4.480000000000000426e+01,6.838989576356965250e-01,-7.295767373928583321e-01,5.000000000000000000e-01
4.490000000000000568e+01,6.076461730768422109e-01,-7.942078621778232428e-01,5.000000000000000000e-01
4.500000000000000000e+01,5.253219888177297348e-01,-8.509035245341184384e-01,5.000000000000000000e-01
4.510000000000000142e+01,4.377489608947070510e-01,-8.990972401445820328e-01,5.000000000000000000e-01
4.520000000000000284e+01,3.458020900549924059e-01,-9.383074733335543538e-01,4.999999999999999445e-01
4.530000000000000426e+01,2.504000790384217079e-01,-9.681424484121911034e-01,5.000000000000000000e-01
4.540000000000000568e+01,1.524961532033604628e-01,-9.883040641716380748e-01,5.000000000000000000e-01
4.550000000000000000e+01,5.306853621402456839e-02,-9.985908724117704693e-01,5.000000000000000000e-01
4.560000000000000142e+01,-4.688932404704311552e-02,-9.989000907450210631e-01,5.000000000000000000e-01
4.570000000000000284e+01,-1.463786816817825298e-01,-9.892286295640171367e-01,5.000000000000000000e-01
4.580000000000000426e+01,-2.444054719155165922e-01,-9.696731229119189832e-01,4.999999999999999445e-01
4.590000000000000568e+01,-3.399902434635785342e-01,-9.404289629470035106e-01,4.999999999999999445e-01
4.600000000000000000e+01,-4.321779448847782867e-01,-9.017883476488092187e-01,5.000000000000000000e-01
4.610000000000000142e+01,-5.200474671397309345e-01,-8.541373612725007280e-01,5.000000000000000000e-01
4.620000000000000284e+01,-6.027208470078606606e-01,-7.979521167226308886e-01,5.000000000000001110e-01
4.630000000000000426e+01,-6.793720394057108924e-01,-7.337939983903691843e-01,4.999999999999999445e-01
4.640000000000000568e+01,-7.492351709563580542e-01,-6.623040529862375125e-01,5.000000000000000000e-01
4.650000000000000000e+01,-8.116121923430246188e-01,-5.841965844132855912e-01,4.999999999999998890e-01
4.660000000000000142e+01,-8.658798529871258864e-01,-5.002520166785869860e-01,5.000000000000000000e-01
4.670000000000000284e+01,-9.114959283620048813e-01,-4.113090961545671220e-01,5.000000000000000000e-01
4.680000000000000426e+01,-9.480046377211854836e-01,-3.182565111024814875e-01,5.000000000000000000e-01
4.690000000000000568e+01,-9.750411981089256441e-01,-2.220240121930754373e-01,5.000000000000000000e-01
4.700000000000000000e+01,-9.923354691509287395e-01,-1.235731227452240011e-01,5.000000000000000000e-01
4.710000000000000142e+01,-9.997146522076715280e-01,-2.388753150273885753e-02,5.000000000000000000e-01
4.720000000000000284e+01,-9.971050169212830605e-01,7.603673605835356564e-02,4.999999999999999445e-01
4.730000000000000426e+01,-9.845326379049142984e-01,1.752012696871541320e-01,5.000000000000000000e-01
4.740000000000000568e+01,-9.621231342138206744e-01,2.726152501430805786e-01,5.000000000000000000e-01
4.750000000000000000e+01,-9.301004142012893050e-01,3.673053491341913279e-01,5.000000000000001110e-01
4.760000000000000142e+01,-8.887844383003767890e-01,4.583254544917658713e-01,5.000000000000000000e-01
4.770000000000000284e+01,-8.385880220850412403e-01,5.447661234103110539e-01,4.999999999999999445e-01
4.780000000000000426e+01,-7.800127115533772582e-01,6.257636692994791305e-01,5.000000000000000000e-01
4.790000000000000568e+01,-7.136437718457937507e-01,7.005087914549743555e-01,5.000000000000000000e-01
4.800000000000000000e+01,-6.401443394691996858e-01,7.682546613236668209e-01,5.000000000000000000e-01
4.810000000000000142e+01,-5.602487964562096190e-01,8.283243845676454553e-01,5.000000000000000000e-01
4.820000000000000284e+01,-4.747554326626588495e-01,8.801177643686619589e-01,5.000000000000000000e-01
4.830000000000000426e+01,-3.845184695192239710e-01,9.231172983963595868e-01,4.999999999999999445e-01
4.840000000000000568e+01,-2.904395249332599183e-01,9.568933495204897666e-01,4.999999999999999445e-01
4.850000000000000000e+01,-1.934586046207122101e-01,9.811084386030970439e-01,5.000000000000001110e-01
4.860000000000000142e+01,-9.454470987969995632e-02,9.955206164785154188e-01,5.000000000000000000e-01
4.870000000000000284e+01,5.313844350104288301e-03,9.999858814294444453e-01,5.000000000000000000e-01
4.880000000000000426e+01,1.051193044036857066e-01,9.944596180045146561e-01,5.000000000000000000e-01
4.890000000000000568e+01,2.038744471154876614e-01,9.789970428011283143e-01,5.000000000000000000e-01
4.900000000000000000e+01,3.005925437436370862e-01,9.537526527594718528e-01,5.000000000000000000e-01
4.910000000000000142e+01,3.943072190373913544e-01,9.189786814801520487e-01,5.000000000000000000e-01
4.920000000000000284e+01,4.840821069391612608e-01,8.750225789894466866e-01,5.000000000000000000e-01
4.930000000000000426e+01,5.690202064446648889e-01,8.223235401334871852e-01,5.000000000000000000e-01
4.940000000000000568e+01,6.482728441404458364e-01,7.614081162885362186e-01,4.999999999999998890e-01
4.950000000000000000e+01,7.210481538680821867e-01,6.928849542336956713e-01,5.000000000000000000e-01
4.960000000000000142e+01,7.866189887891044119e-01,6.174387147534617926e-01,4.999999999999999445e-01
4.970000000000000284e+01,8.443301867958127316e-01,5.358232317335148709e-01,5.000000000000000000e-01
4.980000000000000426e+01,8.936051166745098140e-01,4.488539801016981912e-01,5.000000000000000000e-01
4.990000000000000568e+01,9.339514396139739771e-01,3.573999278721046724e-01,5.000000000000000000e-01
5.000000000000000000e+01,9.649660284921133258e-01,2.623748537039287676e-01,5.000000000000001110e-01
5.010000000000000142e+01,9.863389957889219239e-01,1.647282167271321984e-01,5.000000000000000000e-01
5.020000000000000284e+01,9.978567898801313785e-01,6.543566986070695202e-02,5.000000000000000000e-01
5.030000000000000426e+01,9.994043287744586168e-01,-3.451068858880983192e-02,5.000000000000000000e-01
5.040000000000000568e+01,9.909661499748200209e-01,-1.341122276456641893e-01,4.999999999999999445e-01
5.050000000000000000e+01,9.726265649744921804e-01,-2.323737616554845398e-01,5.000000000000000000e-01
5.060000000000000142e+01,9.445688168445348643e-01,-3.283134938514034040e-01,5.000000000000000000e-01
5.070000000000000284e+01,9.070732493296052024e-01,-4.209728261427711504e-01,5.000000000000000000e-01
5.080000000000000426e+01,8.605145057459256952e-01,-5.094259371104353784e-01,5.000000000000000000e-01
5.090000000000000568e+01,8.053577856691098713e-01,-5.927890325083183809e-01,5.000000000000000000e-01
5.100000000000000000e+01,7.421541968137825851e-01,-6.702291758433747138e-01,5.000000000000000000e-01
5.110000000000000142e+01,6.715352485474483935e-01,-7.409726108017196111e-01,4.999999999999999445e-01
5.120000000000000284e+01,5.942065420576682078e-01,-8.043124923659140668e-01,5.000000000000000000e-01
5.130000000000000426e+01,5.109407202182160157e-01,-8.596159493767496773e-01,5.000000000000000000e-01
5.140000000000000568e+01,4.225697475968901995e-01,-9.063304079726667295e-01,5.000000000000000000e-01
5.150000000000000000e+01,3.299765977405701434e-01,-9.439891127251193170e-01,5.000000000000000000e-01
5.160000000000000142e+01,2.340864307953810508e-01,-9.722157903045389737e-01,5.000000000000000000e-01
5.170000000000000284e+01,1.358573496123706981e-01,-9.907284090790483555e-01,5.000000000000000000e-01
5.180000000000000426e+01,3.627082670050257862e-02,-9.993419970813105513e-01,5.000000000000000000e-01
5.190000000000000568e+01,-6.367810232221571276e-02,-9.979704901872807898e-01,5.000000000000000000e-01
5.200000000000000000e+01,-1.629907807957054755e-01,-9.866275920404853350e-01,5.000000000000000000e-01
5.210000000000000142e+01,-2.606749092650805233e-01,-9.654266371297417493e-01,5.000000000000000000e-01
5.220000000000000284e+01,-3.557544602087475694e-01,-9.345794583884147189e-01,5.000000000000000000e-01
5.230000000000000426e+01,-4.472794301827983654e-01,-8.943942706297660639e-01,5.000000000000000000e-01
5.240000000000000568e+01,-5.343353319413849389e-01,-8.452725909664230430e-01,5.000000000000000000e-01
5.250000000000000000e+01,-6.160523316909849445e-01,-7.877052269841179344e-01,5.000000000000000000e-01
5.260000000000000142e+01,-6.916139401821607136e-01,-7.222673727545130262e-01,5.000000000000000000e-01
5.270000000000000284e+01,-7.602651708002093889e-01,-6.496128616861956973e-01,5.000000000000000000e-01
5.280000000000000426e+01,-8.213200831418752124e-01,-5.704676336373722956e-01,5.000000000000000000e-01
5.290000000000000568e+01,-8.741686367051108020e-01,-4.856224815647726123e-01,4.999999999999999445e-01
5.300000000000000000e+01,-9.182827862121188955e-01,-3.959251501818341623e-01,5.000000000000000000e-01
5.310000000000000142e+01,-9.532217576632305844e-01,-3.022718655737268723e-01,4.999999999999999445e-01
5.320000000000000284e+01,-9.786364524049915303e-01,-2.055983804026011719e-01,5.000000000000000000e-01
5.330000000000000426e+01,-9.942729352085231120e-01,-1.068706241762814452e-01,5.000000000000000000e-01
5.340000000000000568e+01,-9.999749715063864786e-01,-7.075051999923831839e-03,5.000000000000000000e-01
5.350000000000000000e+01,-9.956855884367364906e-01,9.279121175730868643e-02,4.999999999999999445e-01
5.360000000000000142e+01,-9.814476440973232130e-01,1.917303363993658472e-01,5.000000000000000000e-01
5.370000000000000284e+01,-9.574033993215471661e-01,2.887537548977434088e-01,5.000000000000000000e-01
5.380000000000000426e+01,-9.237930962552374226e-01,3.828920413264837452e-01,5.000000000000000000e-01
5.390000000000000568e+01,-8.809525579365432568e-01,4.732045970455711070e-01,5.000000000000000000e-01
5.400000000000000000e+01,-8.293098328631501870e-01,5.587890488516162879e-01,5.000000000000000000e-01
5.410000000000000142e+01,-7.693809180731686626e-01,6.387902651926438136e-01,5.000000000000000000e-01
5.420000000000000284e+01,-7.017646034733182603e-01,7.124089003598540470e-01,5.000000000000000000e-01
5.430000000000000426e+01,-6.271364889280987009e-01,7.789093812857416088e-01,5.000000000000000000e-01
5.440000000000000568e+01,-5.462422338892708451e-01,8.376272571470314565e-01,5.000000000000000000e-01
5.450000000000000000e+01,-4.598901070131036772e-01,8.879758383376633590e-01,5.000000000000000000e-01
5.460000000000000142e+01,-3.689429102071133948e-01,9.294520584774159655e-01,5.000000000000000000e-01
5.470000000000000284e+01,-2.743093577986451814e-01,9.616415008848645529e-01,5.000000000000000000e-01
5.480000000000000426e+01,-1.769349969616710039e-01,9.842225392918887428e-01,5.000000000000000000e-01
5.490000000000000568e+01,-7.779276012198974022e-02,9.969695514270245917e-01,5.000000000000000000e-01
5.500000000000000000e+01,2.212675626195573578e-02,9.997551733586198530e-01,5.000000000000000000e-01
5.510000000000000142e+01,1.218251894114720096e-01,9.925515720731387104e-01,5.000000000000000000e-01
5.520000000000000284e+01,2.203063855384423952e-01,9.754307235734309689e-01,4.999999999999999445e-01
5.530000000000000426e+01,3.165863530847215501e-01,9.485636937183058448e-01,4.999999999999999445e-01
5.540000000000000568e+01,4.097030944405129493e-01,9.122189289890163533e-01,4.999999999999999445e-01
5.550000000000000000e+01,4.987262179064856360e-01,8.667595742607592246e-01,5.000000000000000000e-01
5.560000000000000142e+01,5.827662338601123926e-01,8.126398443791079673e-01,5.000000000000000000e-01
5.570000000000000284e+01,6.609834422419140765e-01,7.504004857954386098e-01,5.000000000000000000e-01
5.580000000000000426e+01,7.325963225609111173e-01,6.806633736071227014e-01,5.000000000000000000e-01
5.590000000000000568e+01,7.968893425890271054e-01,6.041252979871214457e-01,5.000000000000000000e-01
5.600000000000000000e+01,8.532201077225841646e-01,5.215510020869118524e-01,5.000000000000000000e-01
5.610000000000000142e+01,9.010257795768510380e-01,4.337655409756840386e-01,5.000000000000000000e-01
5.620000000000000284e+01,9.398286996811099359e-01,3.416460379628514787e-01,5.000000000000001110e-01
5.630000000000000426e+01,9.692411620842188436e-01,2.461129206718594142e-01,5.000000000000000000e-01
5.640000000000000568e+01,9.889692871843135391e-01,1.481207244316293248e-01,4.999999999999999445e-01
5.650000000000000000e+01,9.988159580766446943e-01,4.864855487508726317e-02,5.000000000000000000e-01
5.660000000000000142e+01,9.986827900805340663e-01,-5.130969496069949509e-02,5.000000000000001110e-01
5.670000000000000284e+01,9.885711137665782466e-01,-1.507552752851691047e-01,5.000000000000000000e-01
5.680000000000000426e+01,9.685819616620304773e-01,-2.486945587320578133e-01,5.000000000000000000e-01
5.690000000000000568e+01,9.389150587671842851e-01,-3.441489683555870593e-01,5.000000000000000000e-01
