t,lie,linear,node
2.900000000000000000e+01,1.037200070398052246e-02,3.402120137378688430e-02,2.134451224649213386e-01
2.910000000000000142e+01,1.046050624366511896e-02,3.391391140762673589e-02,2.123192845425199704e-01
2.920000000000000284e+01,1.045524756775254895e-02,3.376279604260504219e-02,2.111325410518999079e-01
2.930000000000000071e+01,1.035859382047788109e-02,3.358072123218738825e-02,2.099488036448682593e-01
2.940000000000000213e+01,1.017522871779948275e-02,3.338410651757980907e-02,2.088242122630676323e-01
2.950000000000000000e+01,9.912071006658855488e-03,3.319092361830573018e-02,2.078020896214662905e-01
2.960000000000000142e+01,9.578184911893161679e-03,3.301845043526978329e-02,2.069098644830196232e-01
2.970000000000000284e+01,9.184685621786866511e-03,3.288105077320744446e-02,2.061583757278533102e-01
2.980000000000000071e+01,8.744642989936395397e-03,3.278829422628111445e-02,2.055435949653426908e-01
2.990000000000000213e+01,8.272978960290701400e-03,3.274371829510330789e-02,2.050503821822184103e-01
3.000000000000000000e+01,7.786336534542322337e-03,3.274444823204458732e-02,2.046575188201714690e-01
3.010000000000000142e+01,7.302864431888737504e-03,3.278174017723959471e-02,2.043430415132223843e-01
3.020000000000000284e+01,6.841807628102799903e-03,3.284234085598664032e-02,2.040888813585977624e-01
3.030000000000000071e+01,6.422728303399838183e-03,3.291041562019459549e-02,2.038839945842822743e-01
3.040000000000000213e+01,6.064149129501218358e-03,3.296972414428819831e-02,2.037254988047267068e-01
3.050000000000000000e+01,5.781512865475959932e-03,3.300572617179272500e-02,2.036177267727362905e-01
3.060000000000000142e+01,5.584700725929753543e-03,3.300735747394769465e-02,2.035694954324521466e-01
3.070000000000000284e+01,5.475880079811394283e-03,3.296829668080798748e-02,2.035901943355126475e-01
3.080000000000000071e+01,5.448732311357509621e-03,3.288762129958641700e-02,2.036854780316887381e-01
3.090000000000000213e+01,5.489650805514873985e-03,3.276981463871343758e-02,2.038533818798838326e-01
3.100000000000000000e+01,5.580473625392001931e-03,3.262413626093575714e-02,2.040815771098604958e-01
3.110000000000000142e+01,5.701602831991258932e-03,3.246341598793894140e-02,2.043462705371451860e-01
3.120000000000000284e+01,5.834498828872618573e-03,3.230238471995120625e-02,2.046129845846689221e-01
3.130000000000000071e+01,5.963167514333802231e-03,3.215571721476018913e-02,2.048391748142273650e-01
3.140000000000000213e+01,6.074775609352347366e-03,3.203602458673726616e-02,2.049783955072772834e-01
3.150000000000000000e+01,6.159715326254633187e-03,3.195207778171236385e-02,2.049855322810429370e-01
3.160000000000000142e+01,6.211402990230728560e-03,3.190754214066124361e-02,2.048224911327867492e-01
3.170000000000000284e+01,6.225993351240434286e-03,3.190044028884705257e-02,2.044636623767845385e-01
3.180000000000000071e+01,6.202102731418225601e-03,3.192343937958428551e-02,2.039004620344143370e-01
3.190000000000000213e+01,6.140577748917488282e-03,3.196490933939418605e-02,2.031442928787541569e-01
3.200000000000000000e+01,6.044314915234795353e-03,3.201056469233752588e-02,2.022273700893170156e-01
3.210000000000000142e+01,5.918118635550536667e-03,3.204542023435119624e-02,2.012010338424203015e-01
3.220000000000000284e+01,5.768572184033251768e-03,3.205577339120652125e-02,2.001314322994667272e-01
3.230000000000000426e+01,5.603882579454697900e-03,3.203096121270590513e-02,1.990928009063328008e-01
3.239999999999999858e+01,5.433643685453441556e-03,3.196470281876514358e-02,1.981589603829012058e-01
3.250000000000000000e+01,5.268445260669485201e-03,3.185590467875713816e-02,1.973940444879915268e-01
3.260000000000000142e+01,5.119250479497348613e-03,3.170886338173542485e-02,1.968437535337141386e-01
3.270000000000000284e+01,4.996492716848208344e-03,3.153284738384774799e-02,1.965285039601691319e-01
3.280000000000000426e+01,4.908928571285419047e-03,3.134108307776019287e-02,1.964396361334719565e-01
3.289999999999999858e+01,4.862426549506397404e-03,3.114922091690589326e-02,1.965393637640683588e-01
3.300000000000000000e+01,4.859006546920811506e-03,3.097342119411131134e-02,1.967645101366052862e-01
3.310000000000000142e+01,4.896460484844955899e-03,3.082827179102620371e-02,1.970334536727006425e-01
3.320000000000000284e+01,4.968712740869166491e-03,3.072481511636666884e-02,1.972552584349190896e-01
3.330000000000000426e+01,5.066801661381454061e-03,3.066898926832307623e-02,1.973397736640356004e-01
3.339999999999999858e+01,5.180161928928008266e-03,3.066075308815642553e-02,1.972075284183481547e-01
3.350000000000000000e+01,5.297871930104586236e-03,3.069405731790234362e-02,1.967984358177179982e-01
3.360000000000000142e+01,5.409655899266900721e-03,3.075766792425831814e-02,1.960785570315229931e-01
3.370000000000000284e+01,5.506580804385586420e-03,3.083668917017240788e-02,1.950443908855158670e-01
3.380000000000000426e+01,5.581485482717148117e-03,3.091452185709692158e-02,1.937243290411393426e-01
3.389999999999999858e+01,5.629214164275039324e-03,3.097495174766629403e-02,1.921770667015044454e-01
3.400000000000000000e+01,5.646721815126301905e-03,3.100408908110315054e-02,1.904869248346983124e-01
3.410000000000000142e+01,5.633099227913320947e-03,3.099194544637528734e-02,1.887562669085129374e-01
3.420000000000000284e+01,5.589545107052731714e-03,3.093350933305142811e-02,1.870955107367930359e-01
3.430000000000000426e+01,5.519294883523185279e-03,3.082924658355581590e-02,1.856116355778596461e-01
3.439999999999999858e+01,5.427501179952384965e-03,3.068500088645851470e-02,1.843964968062655196e-01
3.450000000000000000e+01,5.321047080440554147e-03,3.051130772025464552e-02,1.835165513030886375e-01
3.460000000000000142e+01,5.208260241055476941e-03,3.032217311715736802e-02,1.830056047076462911e-01
3.470000000000000284e+01,5.098486471876063561e-03,3.013341587827644483e-02,1.828618091864757100e-01
3.480000000000000426e+01,5.001484365014957981e-03,2.996073187027070706e-02,1.830494005882943587e-01
3.489999999999999858e+01,4.926631200778486611e-03,2.981770362704288385e-02,1.835047644044585924e-01
3.500000000000000000e+01,4.881995023523997071e-03,2.971402749310797509e-02,1.841456420959377838e-01
3.510000000000000142e+01,4.873417952476402984e-03,2.965423647185956232e-02,1.848818574126369907e-01
3.520000000000000284e+01,4.903826226803017357e-03,2.963713934265322161e-02,1.856259202961652310e-01
3.530000000000000426e+01,4.972969761032459100e-03,2.965607716738321784e-02,1.863021590987440079e-01
3.539999999999999858e+01,5.077672716714057115e-03,2.969994662367403393e-02,1.868534717203777507e-01
3.550000000000000000e+01,5.212502949656072464e-03,2.975480186630461224e-02,1.872452257105492734e-01
3.560000000000000142e+01,5.370644539133938820e-03,2.980576258761463357e-02,1.874662002913106973e-01
3.570000000000000284e+01,5.544744433531489242e-03,2.983893995661757170e-02,1.875267418916870543e-01
3.580000000000000426e+01,5.727579203871490873e-03,2.984313162626943752e-02,1.874545278191730446e-01
3.589999999999999858e+01,5.912486121690600956e-03,2.981110495206881414e-02,1.872885306558484675e-01
3.600000000000000000e+01,6.093575492059413561e-03,2.974035857142290351e-02,1.870719570500355422e-01
3.610000000000000142e+01,6.265775726072534031e-03,2.963331256198629624e-02,1.868450757424949260e-01
3.620000000000000284e+01,6.424769032848422212e-03,2.949692492546461195e-02,1.866389039135052941e-01
3.630000000000000426e+01,6.566868218145945763e-03,2.934177364637210322e-02,1.864706387368908758e-01
3.639999999999999858e+01,6.688873725334761565e-03,2.918068806573214172e-02,1.863414789373881164e-01
3.650000000000000000e+01,6.787939262311555068e-03,2.902706563841060336e-02,1.862371045231190625e-01
3.660000000000000142e+01,6.861465293415511257e-03,2.889306695235848918e-02,1.861306466326076436e-01
3.670000000000000284e+01,6.907032188763782832e-03,2.878792890680728633e-02,1.859875836463291410e-01
3.680000000000000426e+01,6.922378526763740131e-03,2.871665143942907228e-02,1.857717304909230760e-01
3.689999999999999858e+01,6.905424743528888916e-03,2.867927758020946682e-02,1.854513864676901602e-01
3.700000000000000000e+01,6.854338052072549148e-03,2.867089546508991976e-02,1.850047617955368207e-01
3.710000000000000142e+01,6.767631443416432559e-03,2.868236289451031942e-02,1.844239678876667954e-01
3.720000000000000284e+01,6.644287778909728839e-03,2.870162612857109913e-02,1.837170772425087695e-01
3.730000000000000426e+01,6.483899521046524936e-03,2.871541180472115401e-02,1.829079964451544860e-01
3.739999999999999858e+01,6.286815463586531427e-03,2.871103417331277025e-02,1.820341339490090526e-01
3.750000000000000000e+01,6.054287773286051721e-03,2.867807587238293751e-02,1.811420839125526816e-01
3.760000000000000142e+01,5.788615527054418765e-03,2.860974953941752483e-02,1.802817910982671690e-01
3.770000000000000284e+01,5.493284457795189098e-03,2.850380700697544359e-02,1.794998972683437277e-01
3.780000000000000426e+01,5.173106321057588733e-03,2.836291668009386507e-02,1.788331591637303264e-01
3.789999999999999858e+01,4.834364080567100583e-03,2.819447398053987960e-02,1.783029128933178165e-01
3.800000000000000000e+01,4.484968238060175506e-03,2.800984876320080502e-02,1.779114818579492774e-01
3.810000000000000142e+01,4.134618636183665270e-03,2.782311707985820476e-02,1.776411613425362968e-01
3.820000000000000284e+01,3.794931170107300293e-03,2.764938058894119560e-02,1.774559988205250682e-01
3.830000000000000426e+01,3.479406534622626977e-03,2.750284584369199967e-02,1.773061189206517063e-01
3.840000000000000568e+01,3.202967525238174708e-03,2.739490537535571590e-02,1.771339338988076328e-01
3.850000000000000000e+01,2.980618645789932797e-03,2.733250758069224670e-02,1.768813275618129899e-01
3.860000000000000142e+01,2.824838195168045876e-03,2.731709331211218741e-02,1.764968369738856013e-01
3.870000000000000284e+01,2.742047844022248420e-03,2.734429704392417337e-02,1.759419545981687760e-01
3.880000000000000426e+01,2.729840094042940406e-03,2.740447120911237294e-02,1.751958705381911618e-01
3.890000000000000568e+01,2.777054354068765780e-03,2.748393452330681955e-02,1.742582047011825563e-01
3.900000000000000000e+01,2.866948254125307408e-03,2.756671946550004124e-02,1.731494984943312554e-01
3.910000000000000142e+01,2.981429423321419001e-03,2.763653467834356267e-02,1.719094313771166727e-01
3.920000000000000284e+01,3.104230629744517307e-03,2.767866793017018101e-02,1.705929092897532362e-01
3.930000000000000426e+01,3.222415107331410428e-03,2.768161186342914942e-02,1.692643591964685112e-01
3.940000000000000568e+01,3.326680731114894148e-03,2.763826709553052555e-02,1.679907683759739867e-01
3.950000000000000000e+01,3.411093374049417766e-03,2.754664192207004550e-02,1.668342161102014387e-01
3.960000000000000142e+01,3.472646452701091697e-03,2.741001517083537301e-02,1.658448141227424899e-01
3.970000000000000284e+01,3.510816629745616268e-03,2.723656111848647005e-02,1.650550309691369011e-01
3.980000000000000426e+01,3.527158782501878687e-03,2.703846215209839213e-02,1.644762586490272349e-01
3.990000000000000568e+01,3.524929140325934029e-03,2.683056725943055998e-02,1.640981644514827864e-01
4.000000000000000000e+01,3.508707456540848760e-03,2.662870042588359742e-02,1.638909070403183343e-01
4.010000000000000142e+01,3.483987352391817571e-03,2.644778259852808427e-02,1.638097978551269762e-01
4.020000000000000284e+01,3.456712294496566262e-03,2.629999200687356195e-02,1.638015915483121698e-01
4.030000000000000426e+01,3.432753645858473233e-03,2.619322655248349993e-02,1.638113877750278224e-01
4.040000000000000568e+01,3.417357751624472070e-03,2.613012097564665695e-02,1.637891422655840257e-01
4.050000000000000000e+01,3.414625669951873617e-03,2.610779539584634837e-02,1.636949700077068304e-01
4.060000000000000142e+01,3.427116427069972718e-03,2.611838078043840841e-02,1.635026976633417728e-01
4.070000000000000284e+01,3.455662106454938584e-03,2.615021915203616723e-02,1.632014118060607921e-01
4.080000000000000426e+01,3.499440849296880582e-03,2.618951864460736245e-02,1.627950088782583182e-01
4.090000000000000568e+01,3.556286219306490151e-03,2.622218836565314362e-02,1.622999660480191064e-01
4.100000000000000000e+01,3.623151185470639517e-03,2.623558883145147430e-02,1.617417217321960032e-01
4.110000000000000142e+01,3.696620016348350479e-03,2.621998941094489527e-02,1.611501859064128628e-01
4.120000000000000284e+01,3.773375327953042147e-03,2.616959610428470917e-02,1.605549904162636154e-01
4.130000000000000426e+01,3.850563249932169134e-03,2.608307877620447482e-02,1.599811238160954163e-01
4.140000000000000568e+01,3.926036023673936011e-03,2.596357793281280774e-02,1.594455527622233304e-01
4.150000000000000000e+01,3.998476243852419100e-03,2.581820910665386451e-02,1.589552982052593599e-01
4.160000000000000142e+01,4.067418737690528183e-03,2.565711653808604512e-02,1.585072145094424401e-01
4.170000000000000284e+01,4.133188868612846026e-03,2.549216482142693807e-02,1.580894453385412179e-01
4.180000000000000426e+01,4.196774827589680283e-03,2.533540149870973715e-02,1.576842544091517084e-01
4.190000000000000568e+01,4.259649863054930374e-03,2.519746993488524919e-02,1.572717095836463352e-01
4.200000000000000000e+01,4.323560166907663635e-03,2.508618630516393569e-02,1.568335774521293913e-01
4.210000000000000142e+01,4.390295524933376069e-03,2.500549755264132312e-02,1.563567780075334757e-01
4.220000000000000284e+01,4.461461924063195653e-03,2.495499408782261147e-02,1.558358438605104701e-01
4.230000000000000426e+01,4.538276543923034159e-03,2.493006174515141268e-02,1.552739981934836144e-01
4.240000000000000568e+01,4.621404314866867785e-03,2.492264270841870397e-02,1.546826784586417813e-01
4.250000000000000000e+01,4.710850628015946472e-03,2.492246767571089372e-02,1.540795609938669097e-01
4.260000000000000142e+01,4.805917249051235192e-03,2.491855142279535834e-02,1.534853625705798474e-01
4.270000000000000284e+01,4.905219687155245624e-03,2.490072423808430482e-02,1.529198868764198305e-01
4.280000000000000426e+01,5.006756484195500762e-03,2.486099554479991036e-02,1.523979227529829727e-01
4.290000000000000568e+01,5.108015969120978383e-03,2.479459462945153223e-02,1.519256598288303839e-01
4.300000000000000000e+01,5.206104690882931187e-03,2.470058784855119760e-02,1.514982437536225579e-01
4.310000000000000142e+01,5.297883487651994933e-03,2.458202035456819382e-02,1.510989417232362630e-01
4.320000000000000284e+01,5.380100719480091463e-03,2.444557152098084454e-02,1.507001489892202395e-01
4.330000000000000426e+01,5.449516234036093192e-03,2.430075160272560097e-02,1.502661835980509120e-01
4.340000000000000568e+01,5.503013116433632008e-03,2.415870950754193600e-02,1.497575473080824948e-01
4.350000000000000000e+01,5.537696745393921871e-03,2.403077170038591184e-02,1.491361258921566901e-01
4.360000000000000142e+01,5.550982027415356755e-03,2.392688563195333878e-02,1.483706892029908186e-01
4.370000000000000284e+01,5.540670157613412916e-03,2.385418374397833136e-02,1.474420295305853834e-01
4.380000000000000426e+01,5.505016109927585860e-03,2.381589514333439656e-02,1.463471248719727946e-01
4.390000000000000568e+01,5.442787605638903757e-03,2.381079436950417003e-02,1.451018044961110143e-01
4.400000000000000000e+01,5.353315758693374601e-03,2.383328879817267487e-02,1.437415082301184699e-01
4.410000000000000142e+01,5.236537103778067179e-03,2.387412857584813794e-02,1.423198648888011342e-01
4.420000000000000284e+01,5.093026362595039561e-03,2.392161069137325666e-02,1.409049830327267216e-01
4.430000000000000426e+01,4.924019130469360107e-03,2.396307450300020486e-02,1.395735720860644957e-01
4.440000000000000568e+01,4.731423650276153463e-03,2.398646435644783553e-02,1.384033095584640272e-01
4.450000000000000000e+01,4.517820921629142443e-03,2.398175872175404427e-02,1.374642241419208877e-01
4.460000000000000142e+01,4.286452454997998970e-03,2.394211432926591013e-02,1.368102038449656721e-01
4.470000000000000284e+01,4.041194811796914969e-03,2.386462734565641952e-02,1.364719390972526925e-01
4.480000000000000426e+01,3.786519335558881372e-03,2.375065889459916993e-02,1.364525403758226063e-01
4.490000000000000568e+01,3.527433639697556602e-03,2.360570610735689481e-02,1.367266670667843242e-01
4.500000000000000000e+01,3.269397715753562163e-03,2.343882722145317066e-02,1.372433441876038940e-01
4.510000000000000142e+01,3.018201135698616710e-03,2.326165787541075239e-02,1.379319282492000309e-01
4.520000000000000284e+01,2.779778614286722294e-03,2.308709329024935183e-02,1.387101441542331615e-01
4.530000000000000426e+01,2.559931662336326942e-03,2.292775943301265246e-02,1.394928932097704577e-01
4.540000000000000568e+01,2.363922980039162743e-03,2.279444903868230177e-02,1.402006240374139845e-01
4.550000000000000000e+01,2.195935422731202461e-03,2.269473838830164333e-02,1.407663500428438796e-01
4.560000000000000142e+01,2.058458623644986770e-03,2.263200548570114962e-02,1.411407488948018540e-01
4.570000000000000284e+01,1.951776190128847246e-03,2.260502290377743723e-02,1.412950905353799469e-01
4.580000000000000426e+01,1.873803145452967002e-03,2.260820096943443394e-02,1.412219710493469726e-01
4.590000000000000568e+01,1.820457428194995671e-03,2.263243428358707732e-02,1.409339882165447089e-01
4.600000000000000000e+01,1.786522614812771897e-03,2.266639520340645725e-02,1.404606106555826295e-01
4.610000000000000142e+01,1.766726029205632200e-03,2.269805399066940343e-02,1.398435961621643797e-01
4.620000000000000284e+01,1.756698729937067500e-03,2.271619709472148460e-02,1.391314228597325120e-01
4.630000000000000426e+01,1.753606603583977505e-03,2.271175096521910880e-02,1.383733055162609249e-01
4.640000000000000568e+01,1.756403986798114707e-03,2.267877559638740992e-02,1.376134548152445070e-01
4.650000000000000000e+01,1.765753298707378825e-03,2.261504930107619341e-02,1.368862611950578401e-01
4.660000000000000142e+01,1.783672507311433999e-03,2.252221275286107188e-02,1.362130098874137496e-01
4.670000000000000284e+01,1.812968830063343452e-03,2.240547561263350751e-02,1.356005433565408702e-01
4.680000000000000426e+01,1.856536309664143930e-03,2.227291858488139945e-02,1.350420014749568187e-01
4.690000000000000568e+01,1.916641708907199614e-03,2.213445487269413703e-02,1.345194453166694004e-01
4.700000000000000000e+01,1.994359269201277825e-03,2.200055212650428582e-02,1.340078824274024971e-01
4.710000000000000142e+01,2.089289524030428676e-03,2.188085727491198562e-02,1.334800236131722107e-01
4.720000000000000284e+01,2.199602057050120425e-03,2.178290201200127132e-02,1.329110429964866225e-01
4.730000000000000426e+01,2.322330939499181630e-03,2.171108000059816800e-02,1.322826744446630176e-01
4.740000000000000568e+01,2.453791662738089539e-03,2.166606293132878475e-02,1.315861226934110784e-01
4.750000000000000000e+01,2.589998482519257662e-03,2.164475677645098795e-02,1.308234556940424398e-01
4.760000000000000142e+01,2.727010077882513570e-03,2.164080426079944414e-02,1.300073455306213766e-01
4.770000000000000284e+01,2.861180035177359783e-03,2.164554152101073881e-02,1.291592232933249096e-01
4.780000000000000426e+01,2.989318171695714860e-03,2.164924426006152938e-02,1.283061029948505682e-01
4.790000000000000568e+01,3.108779807136638224e-03,2.164246812211284218e-02,1.274765045044192746e-01
4.800000000000000000e+01,3.217500591489984470e-03,2.161729846137071601e-02,1.266960491428266444e-01
4.810000000000000142e+01,3.313991173802328938e-03,2.156836189416898655e-02,1.259833852800949505e-01
4.820000000000000284e+01,3.397302486649747457e-03,2.149349868359332061e-02,1.253470914885724818e-01
4.830000000000000426e+01,3.466970019125954934e-03,2.139403865583693748e-02,1.247840798449850047e-01
4.840000000000000568e+01,3.522944249695214233e-03,2.127465976031579081e-02,1.242797892495967199e-01
4.850000000000000000e+01,3.565514058555364647e-03,2.114284028307210350e-02,1.238101613562530012e-01
4.860000000000000142e+01,3.595229969894508156e-03,2.100794896039507101e-02,1.233450976017651524e-01
4.870000000000000284e+01,3.612834082341063319e-03,2.088005690627868505e-02,1.228528714686661499e-01
4.880000000000000426e+01,3.619203157551094657e-03,2.076860070543565598e-02,1.223048557419877808e-01
4.890000000000000568e+01,3.615310326500624331e-03,2.068106883850907157e-02,1.216799227793316646e-01
4.900000000000000000e+01,3.602209099384791075e-03,2.062190731347979950e-02,1.209679597018765429e-01
4.910000000000000142e+01,3.581040852007986910e-03,2.059182769611281327e-02,1.201720718741762783e-01
4.920000000000000284e+01,3.553063826615183388e-03,2.058764283743192564e-02,1.193091967312189527e-01
4.930000000000000426e+01,3.519698153396847232e-03,2.060266201345288192e-02,1.184090027334681605e-01
4.940000000000000568e+01,3.482577723497387156e-03,2.062757401042478178e-02,1.175111084550003737e-01
4.950000000000000000e+01,3.443596229137302605e-03,2.065166518002038015e-02,1.166608351120043963e-01
4.960000000000000142e+01,3.404931748480459399e-03,2.066418036025954516e-02,1.159039055718922989e-01
4.970000000000000284e+01,3.369032612675337650e-03,2.065563948079156276e-02,1.152807057393799850e-01
4.980000000000000426e+01,3.338548128051347513e-03,2.061895788511303521e-02,1.148208832840280358e-01
4.990000000000000568e+01,3.316192692493155191e-03,2.055026484700635606e-02,1.145391079953061858e-01
5.000000000000000000e+01,3.304542477644557309e-03,2.044935755026644139e-02,1.144327017749513231e-01
5.010000000000000142e+01,3.305780167516952483e-03,2.031976084830802720e-02,1.144815559349986328e-01
5.020000000000000284e+01,3.321422046566976059e-03,2.016838800713066648e-02,1.146503490842118583e-01
5.030000000000000426e+01,3.352076030108449862e-03,2.000482081179623048e-02,1.148926722343393131e-01
5.040000000000000568e+01,3.397280810444521307e-03,1.984025652789768099e-02,1.151563726474937183e-01
5.050000000000000000e+01,3.455461083640418759e-03,1.968620904882522130e-02,1.153893086337616225e-01
5.060000000000000142e+01,3.524006230440468890e-03,1.955310007761691324e-02,1.155447583987494614e-01
5.070000000000000284e+01,3.599451274593785683e-03,1.944892181347593688e-02,1.155858899521454569e-01
5.080000000000000426e+01,3.677720806465427199e-03,1.937817533033133269e-02,1.154889049184763816e-01
5.090000000000000568e+01,3.754393440529156523e-03,1.934126843770455143e-02,1.152446630028093333e-01
5.100000000000000000e+01,3.824953002094978564e-03,1.933448592686678666e-02,1.148587514700608048e-01
5.110000000000000142e+01,3.885006062168942179e-03,1.935053809057340340e-02,1.143500862017348685e-01
5.120000000000000284e+01,3.930457712323082511e-03,1.937958329049846440e-02,1.137482318231938655e-01
5.130000000000000426e+01,3.957645778698815585e-03,1.941054225623782548e-02,1.130897229738163506e-01
5.140000000000000568e+01,3.963437908361024629e-03,1.943249477683910847e-02,1.124137630850637615e-01
5.150000000000000000e+01,3.945297292693753302e-03,1.943596964206654662e-02,1.117577626500029508e-01
5.160000000000000142e+01,3.901322544077795006e-03,1.941398673257304155e-02,1.111532329685394338e-01
5.170000000000000284e+01,3.830266425527951123e-03,1.936276399706805817e-02,1.106225434795083673e-01
5.180000000000000426e+01,3.731537296847937772e-03,1.928204757685590340e-02,1.101769571519916058e-01
5.190000000000000568e+01,3.605186552988226632e-03,1.917505611245405236e-02,1.098161774838188748e-01
5.200000000000000000e+01,3.451885089618343585e-03,1.904805418131281375e-02,1.095294015908414020e-01
5.210000000000000142e+01,3.272891958822629361e-03,1.890959167433069188e-02,1.092976307607028269e-01
5.220000000000000284e+01,3.070019000601755844e-03,1.876947274449785805e-02,1.090968015514102440e-01
5.230000000000000426e+01,2.845596580772889999e-03,1.863755219326871521e-02,1.089012078224823876e-01
5.240000000000000568e+01,2.602448288217521291e-03,1.852249492310627590e-02,1.086866960860133069e-01
5.250000000000000000e+01,2.343888036631800592e-03,1.843066356889375840e-02,1.084332133423875216e-01
5.260000000000000142e+01,2.073765094083267202e-03,1.836530429415209054e-02,1.081264330948394220e-01
5.270000000000000284e+01,1.796610233852698624e-03,1.832616794734380841e-02,1.077583469486378814e-01
5.280000000000000426e+01,1.518003572184622139e-03,1.830963291296973383e-02,1.073268613275415173e-01
5.290000000000000568e+01,1.245457235369438510e-03,1.830930392133095844e-02,1.068345675676921902e-01
5.300000000000000000e+01,9.905462945464832587e-04,1.831697519322825207e-02,1.062869522380971155e-01
5.310000000000000142e+01,7.738663643649929371e-04,1.832379186409384408e-02,1.056903780704778473e-01
5.320000000000000284e+01,6.328769008527579398e-04,1.832143086288651537e-02,1.050501888228710795e-01
5.330000000000000426e+01,6.123362632783115869e-04,1.830314494959526389e-02,1.043692682990141618e-01
5.340000000000000568e+01,7.102052001260083158e-04,1.826455527263558948e-02,1.036473129930497866e-01
5.350000000000000000e+01,8.751292445239450268e-04,1.820412262321752933e-02,1.028809656624507657e-01
5.360000000000000142e+01,1.064232096394896864e-03,1.812326618331496983e-02,1.020648191974913299e-01
5.370000000000000284e+01,1.255275010063252239e-03,1.802612936857950904e-02,1.011931589395700659e-01
5.380000000000000426e+01,1.437299966290183240e-03,1.791901902158026666e-02,1.002621904046760437e-01
5.390000000000000568e+01,1.604565901533023869e-03,1.780957189123948126e-02,9.927241569763099738e-02
5.400000000000000000e+01,1.753957565263151172e-03,1.770573404099115913e-02,9.823078361992164387e-02
5.410000000000000142e+01,1.883907593944926864e-03,1.761467238291775789e-02,9.715224454143983612e-02
5.420000000000000284e+01,1.993927046636022240e-03,1.754176437452476672e-02,9.606038620089468738e-02
5.430000000000000426e+01,2.084389159759778617e-03,1.748981916569557898e-02,9.498690689653145613e-02
5.440000000000000568e+01,2.156421444543915947e-03,1.745865991362979819e-02,9.396979924964699027e-02
5.450000000000000000e+01,2.211840502646049856e-03,1.744514069484568233e-02,9.305027547456436177e-02
5.460000000000000142e+01,2.253094358009381012e-03,1.744359414464307506e-02,9.226866362915638053e-02
5.470000000000000284e+01,2.283188650108344993e-03,1.744662946072602500e-02,9.165972572441496991e-02
5.480000000000000426e+01,2.305577570124314139e-03,1.744614645099347439e-02,9.124804702114018562e-02
5.490000000000000568e+01,2.324003987319810810e-03,1.743441112733020229e-02,9.104425165805156428e-02
5.500000000000000000e+01,2.342280009260093096e-03,1.740504966008833698e-02,9.104274567721791500e-02
5.510000000000000142e+01,2.364012302013832750e-03,1.735384800886461895e-02,9.122145105504597673e-02
5.520000000000000284e+01,2.392295894256507398e-03,1.727928098529923212e-02,9.154362279322848794e-02
5.530000000000000426e+01,2.429420891838500029e-03,1.718272729722263720e-02,9.196144677229217690e-02
5.540000000000000568e+01,2.476648382837424219e-03,1.706835387116154013e-02,9.242081995198164757e-02
5.550000000000000000e+01,2.534104937390968364e-03,1.694267579908644711e-02,9.286658869290209672e-02
5.560000000000000142e+01,2.600818137159707170e-03,1.681382298472945333e-02,9.324756288761694434e-02
5.570000000000000284e+01,2.674879432991672697e-03,1.669057522772695104e-02,9.352077504003286634e-02
5.580000000000000426e+01,2.753692083814811287e-03,1.658126467370248103e-02,9.365464155399441659e-02
5.590000000000000568e+01,2.834251936655157820e-03,1.649268161763155563e-02,9.363085426958407675e-02
5.600000000000000000e+01,2.913416594371673676e-03,1.642914342078500775e-02,9.344496039188432412e-02
5.610000000000000142e+01,2.988135282630049842e-03,1.639188114054151990e-02,9.310568042389773258e-02
5.620000000000000284e+01,3.055628319707479144e-03,1.637885505817500767e-02,9.263308189491757660e-02
5.630000000000000426e+01,3.113516560270395382e-03,1.638503436760034571e-02,9.205578911672004927e-02
5.640000000000000568e+01,3.159906893092678023e-03,1.640308888094868869e-02,9.140747789766728859e-02
5.650000000000000000e+01,3.193441404921130468e-03,1.642436899041523415e-02,9.072298045986834647e-02
5.660000000000000142e+01,3.213317118753230162e-03,1.644001379740812549e-02,9.003439795893289355e-02
5.670000000000000284e+01,3.219281706065470032e-03,1.644202952645772847e-02,8.936766234888617044e-02
5.680000000000000426e+01,3.211609056893183992e-03,1.642420998206947994e-02,8.873997735463656777e-02
5.690000000000000568e+01,3.191057405040366012e-03,1.638281130409533631e-02,8.815847927822308139e-02
5.700000000000000000e+01,3.158811930014428400e-03,1.631693131705940977e-02,8.762029293097900462e-02
5.710000000000000142e+01,3.116413385763515051e-03,1.622857334523157904e-02,8.711394460719851240e-02
5.720000000000000284e+01,3.065674318115420727e-03,1.612239622868825648e-02,8.662188179277295619e-02
5.730000000000000426e+01,3.008584821807620564e-03,1.600517128784088167e-02,8.612368905838803379e-02
5.740000000000000568e+01,2.947210560650199897e-03,1.588498882091956069e-02,8.559951361209454379e-02
5.750000000000000000e+01,2.883586905267865493e-03,1.577028486557535691e-02,8.503322604343085955e-02
5.760000000000000142e+01,2.819614412354401294e-03,1.566879195683438739e-02,8.441492168269128238e-02
5.770000000000000284e+01,2.756962207576361002e-03,1.558654748128711701e-02,8.374248547646385987e-02
5.780000000000000426e+01,2.696986685126911542e-03,1.552710657585011471e-02,8.302207204216234537e-02
5.790000000000000568e+01,2.640672771270675956e-03,1.549109029086686955e-02,8.226747765236040733e-02
5.800000000000000000e+01,2.588603367074514532e-03,1.547614920589953334e-02,8.149849828867698764e-02
