real,imag
-5.026705652355401011e-02,1.791091785542696213e+00
-5.026705652355401011e-02,-1.791091785542696213e+00
-4.989262766135671434e-02,4.413908317183742325e-01
-4.989262766135671434e-02,-4.413908317183742325e-01
-4.992990640159017390e-02,1.242755228964986136e+00
-4.992990640159017390e-02,-1.242755228964986136e+00
