real,imag
-4.984980259531801572e-02,1.801437792583594044e+00
-4.984980259531801572e-02,-1.801437792583594044e+00
-5.058338120286950956e-02,4.403037649481966187e-01
-5.058338120286950956e-02,-4.403037649481966187e-01
-4.957306322270921273e-02,1.245909632365466146e+00
-4.957306322270921273e-02,-1.245909632365466146e+00
