real,imag
-4.543125613136245189e-02,1.777645088232469028e+00
-4.543125613136245189e-02,-1.777645088232469028e+00
-4.826692645670693782e-02,4.314863191053506242e-01
-4.826692645670693782e-02,-4.314863191053506242e-01
-4.493441324910499302e-02,1.230051929215521866e+00
-4.493441324910499302e-02,-1.230051929215521866e+00
