t,lie,linear,node
5.800000000000000711e+00,2.510458805872266969e-02,7.548162246003030373e-02,1.506184701564566297e-01
5.900000000000000355e+00,2.542351159224716384e-02,7.727449430364995153e-02,1.526218879898247893e-01
6.000000000000000000e+00,2.592779340365138768e-02,7.910128565814576740e-02,1.540981146752325448e-01
6.100000000000000533e+00,2.647796211460716476e-02,8.090267438932277622e-02,1.550449955714529038e-01
6.200000000000000178e+00,2.694911442423861270e-02,8.262583987972850486e-02,1.554860504609866800e-01
6.300000000000000711e+00,2.723927581898999764e-02,8.422789647430417581e-02,1.554671599472558785e-01
6.400000000000000355e+00,2.727180073921677342e-02,8.567785058216435823e-02,1.550518691320672549e-01
6.500000000000000000e+00,2.699474964331668655e-02,8.695721095598268890e-02,1.543168835743855549e-01
6.600000000000000533e+00,2.637918259950388852e-02,8.805946210788943851e-02,1.533487070896341342e-01
6.700000000000000178e+00,2.541737936708706597e-02,8.898864838202008576e-02,1.522412996518852923e-01
6.800000000000000711e+00,2.412148724678678940e-02,8.975733511294277378e-02,1.510936283008630088e-01
6.900000000000000355e+00,2.252295590695881089e-02,9.038422559117961774e-02,1.500055794522127950e-01
7.000000000000000000e+00,2.067324939571426462e-02,9.089171607279827869e-02,1.490711772230923771e-01
7.100000000000000533e+00,1.864670152768720460e-02,9.130365953287723768e-02,1.483692652239093634e-01
7.200000000000000178e+00,1.654695685351140200e-02,9.164357259694190516e-02,1.479532276456984319e-01
7.300000000000000711e+00,1.451865585074021275e-02,9.193345327157281810e-02,1.478422623380794276e-01
7.400000000000000355e+00,1.276283580919429159e-02,9.219328193858444820e-02,1.480166730895783600e-01
7.500000000000000000e+00,1.153846282503924112e-02,9.244116473204856688e-02,1.484186028388675138e-01
7.600000000000000533e+00,1.110002489290149233e-02,9.269396520788920901e-02,1.489580981318293640e-01
7.700000000000000178e+00,1.154980200893427483e-02,9.296817820322128556e-02,1.495231302297952425e-01
7.800000000000000711e+00,1.275449483312173470e-02,9.328074762264706998e-02,1.499917242797363381e-01
7.900000000000000355e+00,1.445405987914417933e-02,9.364953051300763109e-02,1.502446665036190621e-01
8.000000000000000000e+00,1.640631588195122156e-02,9.409316685333186936e-02,1.501779312218738671e-01
8.099999999999999645e+00,1.843770986952593741e-02,9.463022401876874934e-02,1.497144576654808601e-01
8.200000000000001066e+00,2.043549781807466395e-02,9.527763226146765407e-02,1.488149061894789293e-01
8.300000000000000711e+00,2.232943579655371352e-02,9.604859035949608881e-02,1.474865812387737840e-01
8.400000000000000355e+00,2.407780791826095654e-02,9.695026593925538949e-02,1.457891258026715875e-01
8.500000000000000000e+00,2.565842425219868467e-02,9.798170779040821232e-02,1.438352277567213899e-01
8.599999999999999645e+00,2.706278784987189295e-02,9.913239872000356723e-02,1.417846957236549854e-01
8.700000000000001066e+00,2.829202575090236996e-02,1.003817959641316732e-01,1.398309898563213916e-01
8.800000000000000711e+00,2.935379149990386891e-02,1.017000488354935367e-01,1.381806513443592233e-01
8.900000000000000355e+00,3.025975888527041024e-02,1.030498887386956941e-01,1.370279385415375806e-01
9.000000000000000000e+00,3.102356339691811349e-02,1.043895035563231072e-01,1.365289084533831410e-01
9.099999999999999645e+00,3.165917136623596501e-02,1.056760740475104904e-01,1.367803120312456322e-01
9.200000000000001066e+00,3.217970711991894467e-02,1.068695828607916370e-01,1.378080263859634280e-01
9.300000000000000711e+00,3.259676928898317533e-02,1.079364993201242379e-01,1.395670958247849092e-01
9.400000000000000355e+00,3.292023507294967316e-02,1.088529786174515929e-01,1.419519186518833909e-01
9.500000000000000000e+00,3.315850108929162265e-02,1.096072694910155271e-01,1.448125962846588954e-01
9.600000000000001421e+00,3.331905618095313409e-02,1.102010868666591370e-01,1.479731392462842465e-01
9.700000000000001066e+00,3.340923815576038458e-02,1.106497705525041342e-01,1.512487043077554716e-01
9.800000000000000711e+00,3.343700167464049716e-02,1.109811245270860142e-01,1.544609165382070104e-01
9.900000000000000355e+00,3.341152244530713050e-02,1.112329249112378321e-01,1.574514183184015925e-01
1.000000000000000000e+01,3.334348375395159575e-02,1.114492103329361300e-01,1.600937766236900928e-01
1.010000000000000142e+01,3.324493347439453489e-02,1.116756277474164755e-01,1.623032040383526331e-01
1.020000000000000107e+01,3.312866120616246579e-02,1.119542858406417929e-01,1.640428754950467027e-01
1.030000000000000071e+01,3.300712282490315952e-02,1.123187272219769439e-01,1.653254464051713002e-01
1.040000000000000036e+01,3.289102709025334970e-02,1.127897159882707556e-01,1.662088608373381016e-01
1.050000000000000000e+01,3.278778251515736958e-02,1.133724954734448981e-01,1.667865476469191643e-01
1.060000000000000142e+01,3.270006211957063313e-02,1.140559820547082798e-01,1.671733146293830907e-01
1.070000000000000107e+01,3.262475620120863784e-02,1.148140539005707006e-01,1.674892665083617671e-01
1.080000000000000071e+01,3.255253522243312103e-02,1.156087470751844953e-01,1.678445248417910762e-01
1.090000000000000036e+01,3.246814170211737710e-02,1.163948775402610658e-01,1.683272125430473609e-01
1.100000000000000000e+01,3.235139879628846915e-02,1.171254338372197806e-01,1.689961599794679303e-01
1.110000000000000142e+01,3.217880255831551822e-02,1.177570491850491313e-01,1.698784766018893999e-01
1.120000000000000107e+01,3.192548711108900844e-02,1.182549350310272140e-01,1.709710495346222492e-01
1.130000000000000071e+01,3.156733017538995711e-02,1.185967903000145901e-01,1.722445875925848469e-01
1.140000000000000036e+01,3.108299267333241092e-02,1.187753458267061246e-01,1.736490718884627082e-01
1.150000000000000000e+01,3.045574036075065702e-02,1.187993357253958049e-01,1.751200787431516359e-01
1.160000000000000142e+01,2.967495669956083174e-02,1.186928039744134383e-01,1.765859415108872454e-01
1.170000000000000107e+01,2.873730984486505546e-02,1.184927675886223858e-01,1.779758013364907132e-01
1.180000000000000071e+01,2.764757597134889777e-02,1.182453876595812026e-01,1.792282525191909726e-01
1.190000000000000036e+01,2.641914446857131921e-02,1.180009579844328721e-01,1.802997544240068639e-01
1.200000000000000000e+01,2.507423718039470881e-02,1.178082032555093778e-01,1.811715606267674250e-01
1.210000000000000142e+01,2.364386035021816268e-02,1.177085532194579592e-01,1.818538132529844975e-01
1.220000000000000107e+01,2.216746408533516038e-02,1.177311689926455879e-01,1.823857234862078236e-01
1.230000000000000071e+01,2.069219203439539786e-02,1.178894805529837608e-01,1.828313487164228701e-01
1.240000000000000036e+01,1.927144386395772402e-02,1.181798124792132754e-01,1.832712596791686022e-01
1.250000000000000000e+01,1.796225434565008536e-02,1.185823461301644538e-01,1.837912067490894141e-01
1.260000000000000142e+01,1.682083051531342924e-02,1.190642673533957585e-01,1.844695613854530347e-01
1.270000000000000107e+01,1.589580639279014260e-02,1.195845879565519548e-01,1.853656531710015098e-01
1.280000000000000071e+01,1.521983201295830021e-02,1.200998963264175434e-01,1.865110344267556508e-01
1.290000000000000036e+01,1.480198496973850197e-02,1.205702228177802787e-01,1.879051826227531863e-01
1.300000000000000000e+01,1.462478313052891638e-02,1.209642763028066642e-01,1.895163135531028886e-01
1.310000000000000142e+01,1.464821744391293923e-02,1.212634623975522852e-01,1.912870237250760552e-01
1.320000000000000107e+01,1.481943152927333272e-02,1.214642756961004100e-01,1.931436216163601172e-01
1.330000000000000071e+01,1.508378256724344189e-02,1.215788340350815455e-01,1.950074178268589586e-01
1.340000000000000036e+01,1.539341970959852944e-02,1.216334867093115113e-01,1.968060258947330887e-01
1.350000000000000000e+01,1.571192526489782054e-02,1.216655940296963168e-01,1.984828980610822136e-01
1.360000000000000142e+01,1.601552711700983400e-02,1.217187600719960572e-01,2.000038170195077847e-01
1.370000000000000107e+01,1.629204739989751141e-02,1.218370064908508021e-01,2.013597446325678386e-01
1.380000000000000071e+01,1.653859406253114020e-02,1.220585803139257602e-01,2.025661088196472892e-01
1.390000000000000036e+01,1.675865928756216719e-02,1.224102376234332545e-01,2.036591273790232526e-01
1.400000000000000000e+01,1.695905304001291483e-02,1.229028701066041118e-01,2.046900338635559147e-01
1.410000000000000142e+01,1.714700430495530101e-02,1.235291931663531628e-01,2.057180967505641833e-01
1.420000000000000107e+01,1.732773924403433266e-02,1.242638954411683788e-01,2.068031990102478235e-01
1.430000000000000071e+01,1.750281536091715176e-02,1.250662324027590477e-01,2.079985873417585229e-01
1.440000000000000036e+01,1.766940318793641315e-02,1.258846438775134413e-01,2.093443071807647160e-01
1.450000000000000000e+01,1.782055940146876766e-02,1.266626920070549334e-01,2.108618550892325527e-01
1.460000000000000142e+01,1.794636845625510041e-02,1.273455030640690822e-01,2.125506720684362527e-01
1.470000000000000107e+01,1.803569991102270051e-02,1.278859398306272654e-01,2.143871547366971997e-01
1.480000000000000071e+01,1.807827103565131169e-02,1.282498716511044357e-01,2.163267204787596154e-01
1.490000000000000036e+01,1.806671767966400513e-02,1.284200826177824550e-01,2.183090219377872288e-01
1.500000000000000000e+01,1.799842937259333794e-02,1.283985162478233633e-01,2.202657159456849201e-01
1.510000000000000142e+01,1.787695970816366095e-02,1.282066821636321241e-01,2.221294755140604260e-01
1.520000000000000107e+01,1.771285280643945803e-02,1.278841547343477492e-01,2.238424944291547147e-01
1.530000000000000071e+01,1.752372402755886932e-02,1.274852011439117361e-01,2.253627893907736157e-01
1.540000000000000036e+01,1.733341465887544217e-02,1.270737153062071467e-01,2.266671664159200794e-01
1.550000000000000000e+01,1.717005122144481602e-02,1.267168229772577814e-01,2.277505872853126945e-01
1.560000000000000142e+01,1.706295014353805678e-02,1.264777533558668898e-01,2.286225413698093345e-01
1.570000000000000107e+01,1.703858209998335843e-02,1.264087977361133541e-01,2.293016209626682067e-01
1.580000000000000071e+01,1.711622611242041153e-02,1.265453139454202347e-01,2.298096731022897798e-01
1.590000000000000036e+01,1.730431806618510857e-02,1.269016981103039954e-01,2.301666827968497364e-01
1.600000000000000000e+01,1.759853403202254682e-02,1.274699851057099764e-01,2.303870885073634189e-01
1.610000000000000142e+01,1.798218111705215602e-02,1.282212924638975182e-01,2.304777527299373407e-01
1.619999999999999929e+01,1.842869748471356525e-02,1.291098104975917094e-01,2.304374913431090077e-01
1.630000000000000071e+01,1.890544123134015736e-02,1.300786171527165413e-01,2.302579888100343697e-01
1.640000000000000213e+01,1.937778618514908457e-02,1.310663711505211659e-01,2.299260413286704219e-01
1.650000000000000000e+01,1.981278819037280217e-02,1.320139360483079949e-01,2.294272091755854281e-01
1.660000000000000142e+01,2.018206950641764433e-02,1.328701548325065818e-01,2.287509221816039218e-01
1.669999999999999929e+01,2.046387044627935581e-02,1.335962405725969471e-01,2.278967507724909136e-01
1.680000000000000071e+01,2.064436574078427900e-02,1.341684952682141718e-01,2.268809867127582480e-01
1.690000000000000213e+01,2.071836990148676408e-02,1.345792738813848533e-01,2.257421028858933587e-01
1.700000000000000000e+01,2.068951727650096897e-02,1.348362659334184088e-01,2.245433808477881876e-01
1.710000000000000142e+01,2.056994043970077762e-02,1.349602861373995488e-01,2.233712327474362547e-01
1.719999999999999929e+01,2.037940812153958559e-02,1.349818651530636793e-01,2.223285389096781584e-01
1.730000000000000071e+01,2.014383859884280245e-02,1.349370236238490728e-01,2.215234964599787915e-01
1.740000000000000213e+01,1.989309839756596768e-02,1.348626943405825673e-01,2.210556887944578885e-01
1.750000000000000000e+01,1.965806153182251062e-02,1.347923124450444710e-01,2.210019428927677276e-01
1.760000000000000142e+01,1.946707104762005619e-02,1.347520980971753379e-01,2.214047226754416176e-01
1.769999999999999929e+01,1.934220270938208017e-02,1.347584872024293612e-01,2.222652168064506162e-01
1.780000000000000071e+01,1.929599007697570257e-02,1.348170167207445869e-01,2.235421269200489613e-01
1.790000000000000213e+01,1.932936538282693448e-02,1.349227589245516890e-01,2.251558940440438472e-01
1.800000000000000000e+01,1.943136277656403940e-02,1.350621634601123500e-01,2.269971817002454650e-01
1.810000000000000142e+01,1.958065251494014655e-02,1.352159576310610900e-01,2.289380961163061945e-01
1.819999999999999929e+01,1.974845719242058345e-02,1.353626167561549354e-01,2.308447673447615867e-01
1.830000000000000071e+01,1.990210737320003212e-02,1.354818687376554698e-01,2.325902256457713368e-01
1.840000000000000213e+01,2.000851973111066051e-02,1.355577364223172210e-01,2.340666890614123141e-01
1.850000000000000000e+01,2.003712227134482951e-02,1.355807263232025606e-01,2.351963290578538979e-01
1.860000000000000142e+01,1.996203414849926153e-02,1.355489155479051577e-01,2.359394146973244621e-01
1.869999999999999929e+01,1.976351535339831295e-02,1.354678464699823615e-01,2.362986711706066834e-01
1.880000000000000071e+01,1.942880693848417911e-02,1.353492946396017971e-01,2.363189063386378075e-01
1.890000000000000213e+01,1.895251173531742675e-02,1.352091184918877143e-01,2.360815098919132604e-01
1.900000000000000000e+01,1.833665607833762090e-02,1.350645197436966816e-01,2.356942212402390879e-01
1.910000000000000142e+01,1.759055197138951337e-02,1.349311284649975240e-01,2.352774038677796220e-01
1.920000000000000284e+01,1.673055927318451916e-02,1.348203613088372055e-01,2.349487334190586141e-01
1.930000000000000071e+01,1.577983032228951615e-02,1.347374722544240344e-01,2.348085148498998131e-01
1.940000000000000213e+01,1.476809622053618272e-02,1.346806175483867829e-01,2.349276957473937222e-01
1.950000000000000000e+01,1.373150321237912377e-02,1.346411013310638005e-01,2.353400822767673650e-01
1.960000000000000142e+01,1.271238716326949549e-02,1.346047813708612928e-01,2.360394767373618363e-01
1.970000000000000284e+01,1.175862070168367558e-02,1.345544306531716583e-01,2.369816956363020866e-01
1.980000000000000071e+01,1.092174261404598584e-02,1.344727047427868860e-01,2.380908907267029473e-01
1.990000000000000213e+01,1.025265242248236952e-02,1.343452785569675123e-01,2.392693211322343971e-01
2.000000000000000000e+01,9.793928695754253178e-03,1.341636961712228959e-01,2.404095949912737340e-01
2.010000000000000142e+01,9.569888561747466604e-03,1.339275162846511324e-01,2.414082532174562368e-01
2.020000000000000284e+01,9.578921882360796197e-03,1.336454207109555592e-01,2.421793341507708086e-01
2.030000000000000071e+01,9.793530789294162958e-03,1.333350709476428808e-01,2.426663089666644957e-01
2.040000000000000213e+01,1.016877805863141901e-02,1.330216405365995391e-01,2.428506792050934282e-01
2.050000000000000000e+01,1.065392983038471707e-02,1.327351128962175608e-01,2.427557327056737990e-01
2.060000000000000142e+01,1.120151425001844961e-02,1.325066083677932383e-01,2.424445174091730271e-01
2.070000000000000284e+01,1.177175272531810757e-02,1.323641725050183349e-01,2.420119496675825765e-01
2.080000000000000071e+01,1.233339244527206606e-02,1.323285906974391302e-01,2.415719656518585667e-01
2.090000000000000213e+01,1.286269786597013867e-02,1.324098539185983026e-01,2.412415415047539091e-01
2.100000000000000000e+01,1.334186432519746807e-02,1.326048534684021174e-01,2.411240327885815216e-01
2.110000000000000142e+01,1.375749963758847970e-02,1.328967193969263494e-01,2.412944407936489510e-01
2.120000000000000284e+01,1.409942886408700399e-02,1.332559636841246786e-01,2.417888325499657209e-01
2.130000000000000071e+01,1.435988737225984274e-02,1.336433019387009979e-01,2.425993145372794535e-01
2.140000000000000213e+01,1.453308741832121456e-02,1.340137753023173672e-01,2.436749311636277338e-01
2.150000000000000000e+01,1.461511242897505641e-02,1.343216294066622296e-01,2.449279281789521479e-01
2.160000000000000142e+01,1.460408150544852991e-02,1.345253494395821370e-01,2.462441985588178506e-01
2.170000000000000284e+01,1.450052260322939185e-02,1.345922848341286338e-01,2.474964483181231745e-01
2.180000000000000071e+01,1.430789166957743830e-02,1.345023902907753477e-01,2.485585699979285801e-01
2.190000000000000213e+01,1.403317350485218384e-02,1.342507264929147237e-01,2.493197499012232143e-01
2.200000000000000000e+01,1.368749361895640372e-02,1.338484809943034370e-01,2.496968908017619115e-01
2.210000000000000142e+01,1.328665157467658238e-02,1.333223808846062952e-01,2.496440287462454444e-01
2.220000000000000284e+01,1.285144545902009404e-02,1.327124817189770933e-01,2.491576303986529906e-01
2.230000000000000071e+01,1.240758599216455413e-02,1.320684462912092572e-01,2.482770270769192322e-01
2.240000000000000213e+01,1.198490421644237032e-02,1.314445837050251809e-01,2.470797695760918733e-01
2.250000000000000000e+01,1.161548889114795771e-02,1.308941008760627633e-01,2.456723178560765719e-01
2.260000000000000142e+01,1.133047332064658283e-02,1.304631983156258335e-01,2.441771226567136244e-01
2.270000000000000284e+01,1.115559677106833444e-02,1.301857694869927307e-01,2.427177077712278919e-01
2.280000000000000071e+01,1.110641999697308500e-02,1.300794753548087379e-01,2.414037194713823664e-01
2.290000000000000213e+01,1.118478093862838342e-02,1.301438202312585335e-01,2.403179859685982411e-01
2.300000000000000000e+01,1.137800428299841696e-02,1.303605547246386165e-01,2.395073832641984035e-01
2.310000000000000142e+01,1.166124624132311785e-02,1.306963419244942803e-01,2.389787578945290480e-01
2.320000000000000284e+01,1.200193315636240848e-02,1.311072469822930908e-01,2.387004083414847044e-01
2.330000000000000071e+01,1.236463234482926624e-02,1.315443460675748966e-01,2.386088155227103214e-01
2.340000000000000213e+01,1.271510036472982275e-02,1.319596484808429615e-01,2.386195800436517189e-01
2.350000000000000000e+01,1.302305378429844882e-02,1.323115761052509054e-01,2.386409745152271722e-01
2.360000000000000142e+01,1.326378794768428432e-02,1.325693956341826019e-01,2.385882112983031267e-01
2.370000000000000284e+01,1.341898046096428980e-02,1.327161905800407771e-01,2.383964770846467018e-01
2.380000000000000071e+01,1.347699368553553941e-02,1.327501478709807725e-01,2.380309832193286401e-01
2.390000000000000213e+01,1.343289093199374028e-02,1.326840991018987670e-01,2.374926878678500497e-01
2.400000000000000000e+01,1.328828606257453915e-02,1.325434032356407055e-01,2.368189057125968666e-01
2.410000000000000142e+01,1.305107712321440516e-02,1.323623973466515336e-01,2.360786702668752068e-01
2.420000000000000284e+01,1.273506548079487988e-02,1.321797847394350078e-01,2.353633924320156223e-01
2.430000000000000071e+01,1.235941995775991994e-02,1.320334695748959786e-01,2.347740105731432325e-01
2.440000000000000213e+01,1.194790055729281174e-02,1.319554603949621707e-01,2.344063818510633557e-01
2.450000000000000000e+01,1.152770814739923280e-02,1.319675131703254012e-01,2.343370246697268622e-01
2.460000000000000142e+01,1.112779468855870126e-02,1.320781299202674341e-01,2.346113759088194195e-01
2.470000000000000284e+01,1.077650451133501525e-02,1.322813551173224744e-01,2.352363974261815205e-01
2.480000000000000071e+01,1.049859545810102879e-02,1.325575401727990266e-01,2.361786737728283347e-01
2.490000000000000213e+01,1.031204278341242044e-02,1.328759341769266411e-01,2.373682268552185504e-01
2.500000000000000000e+01,1.022543172291285121e-02,1.331986817654485511e-01,2.387073474232525305e-01
2.510000000000000142e+01,1.023687333615030948e-02,1.334856270969417280e-01,2.400830091576644232e-01
2.520000000000000284e+01,1.033495778999246953e-02,1.336992625565188442e-01,2.413810033303817881e-01
2.530000000000000071e+01,1.050144365168478519e-02,1.338092081436698666e-01,2.424998281443458970e-01
2.540000000000000213e+01,1.071472835597073181e-02,1.337957262798017688e-01,2.433625390528313948e-01
2.550000000000000000e+01,1.095306683805497179e-02,1.336519262623920568e-01,2.439251451543528737e-01
2.560000000000000142e+01,1.119690016113050919e-02,1.333844645390911965e-01,2.441806493194138838e-01
2.570000000000000284e+01,1.143013975232514204e-02,1.330126906042737311e-01,2.441584028518370975e-01
2.580000000000000071e+01,1.164056250269133660e-02,1.325663253710745171e-01,2.439190098682373631e-01
2.590000000000000213e+01,1.181957787792408537e-02,1.320818968860291986e-01,2.435455139402949165e-01
2.600000000000000000e+01,1.196161497383412507e-02,1.315982989763121169e-01,2.431319938333960096e-01
2.610000000000000142e+01,1.206332692882179994e-02,1.311519714524206071e-01,2.427709694133202145e-01
2.620000000000000284e+01,1.212276296172722437e-02,1.307722988688266863e-01,2.425411648220695826e-01
2.630000000000000071e+01,1.213862416670416673e-02,1.304778527563443258e-01,2.424971788801361106e-01
2.640000000000000213e+01,1.210969340828950414e-02,1.302740279452472560e-01,2.426624500247343552e-01
2.650000000000000000e+01,1.203450539976009398e-02,1.301524391817949766e-01,2.430265557001961008e-01
2.660000000000000142e+01,1.191129648144127404e-02,1.300921769334009437e-01,2.435473584474376618e-01
2.670000000000000284e+01,1.173824535450659207e-02,1.300627298381139274e-01,2.441578470930432232e-01
2.680000000000000071e+01,1.151398985042122007e-02,1.300281342367337889e-01,2.447768102716436078e-01
2.690000000000000213e+01,1.123838518891888752e-02,1.299517601200883277e-01,2.453218426417785869e-01
2.700000000000000000e+01,1.091345826516265487e-02,1.298011043612462834e-01,2.457227495317439170e-01
2.710000000000000142e+01,1.054450749944089473e-02,1.295520192448873231e-01,2.459332827663719134e-01
2.720000000000000284e+01,1.014128786787728796e-02,1.291919204983612846e-01,2.459393510543874672e-01
2.730000000000000071e+01,9.719183687088864265e-03,1.287216584989544776e-01,2.457623725718391106e-01
2.740000000000000213e+01,9.300169914824992293e-03,1.281558753406076556e-01,2.454571846381513323e-01
2.750000000000000000e+01,8.913151816600239918e-03,1.275218030833273619e-01,2.451047672104660347e-01
2.760000000000000142e+01,8.592954629619484891e-03,1.268565901093486881e-01,2.448008378585688760e-01
2.770000000000000284e+01,8.377005002625389357e-03,1.262033825530545494e-01,2.446420112174272909e-01
2.780000000000000071e+01,8.299153081678401975e-03,1.256065384608593960e-01,2.447115841214196619e-01
2.790000000000000213e+01,8.381707202566172563e-03,1.251064994399774810e-01,2.450670429236428971e-01
2.800000000000000000e+01,8.628936888717261486e-03,1.247349554543652345e-01,2.457310808300628147e-01
2.810000000000000142e+01,9.025587321904213201e-03,1.245109675569295860e-01,2.466873253741483363e-01
2.820000000000000284e+01,9.541018769895236173e-03,1.244386234971219946e-01,2.478812419151118218e-01
2.830000000000000071e+01,1.013616703481947344e-02,1.245065847771905654e-01,2.492259570818050607e-01
2.840000000000000213e+01,1.076994274633730035e-02,1.246895786985033894e-01,2.506121571168863915e-01
2.850000000000000000e+01,1.140346171912171719e-02,1.249515695760718970e-01,2.519208057018258451e-01
2.860000000000000142e+01,1.200221538299264985e-02,1.252500912119296761e-01,2.530371776152077756e-01
2.870000000000000284e+01,1.253692392614503409e-02,1.255410926400036542e-01,2.538645877382090799e-01
2.880000000000000071e+01,1.298373101715673619e-02,1.257836505383410908e-01,2.543362034885079392e-01
2.890000000000000213e+01,1.332413237222227625e-02,1.259440047628873349e-01,2.544234836198958627e-01
2.900000000000000000e+01,1.354482079702057709e-02,1.259985301907991240e-01,2.541401095246928477e-01
